LOCAL,TIPO_ACID,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,HORA,DIA_SEM,TEMPO,REGIAO,FATAIS,FERIDOS_GR
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,21:00,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,0,2,0,0,15:40,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:30,SABADO,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,16:00,SABADO,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,11:20,SABADO,BOM,NORTE,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,20:30,DOMINGO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,0,0,1,09:55,DOMINGO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,10:00,DOMINGO,BOM,SUL,0,0
Logradouro,CHOQUE,0,0,0,0,0,0,0,1,0,0,15:00,DOMINGO,BOM,CENTRO,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,19:20,DOMINGO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,1,1,0,0,08:30,DOMINGO,BOM,SUL,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,19:10,DOMINGO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,0,0,1,13:30,DOMINGO,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,08:00,DOMINGO,BOM,LESTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,20:00,DOMINGO,BOM,SUL,0,0
Cruzamento,COLISAO,1,1,0,0,0,0,0,0,0,0,18:30,DOMINGO,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,17:30,DOMINGO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,17:15,DOMINGO,BOM,LESTE,0,0
Cruzamento,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,23:50,DOMINGO,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,16:10,DOMINGO,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,15:40,DOMINGO,BOM,SUL,1,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:40,DOMINGO,BOM,NORTE,0,0
Logradouro,COLISAO,4,0,0,0,0,0,0,0,0,0,20:00,DOMINGO,BOM,NORTE,0,1
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,11:00,DOMINGO,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,11:15,DOMINGO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,1,0,0,0,1,0,0,16:00,DOMINGO,BOM,NORTE,0,1
Cruzamento,COLISAO,3,0,0,0,0,0,0,0,0,0,11:10,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,15:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,19:00,SEGUNDA-FEIRA,CHUVOSO,LESTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,10:20,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,11:10,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,3,0,0,0,0,0,0,0,0,0,16:00,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,12:50,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,3,0,0,0,0,0,0,0,0,0,15:00,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,08:30,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,0,1,0,0,12:55,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,10:59,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:45,SEGUNDA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,09:20,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,17:40,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,15:45,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,0,1,0,0,0,0,0,0,0,0,10:20,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,1,0,0,0,10:20,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,1,0,1,0,0,16:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:35,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:45,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:30,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,09:15,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,14:55,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,06:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:50,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,1,1,0,0,0,0,0,0,0,0,10:55,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,1,0,0,1,0,0,0,0,0,0,10:30,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,CAPOTAGEM,2,0,0,0,0,0,0,0,0,0,08:51,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,07:45,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,13:30,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,11:30,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,4,0,0,0,0,0,0,0,0,1,18:00,SEGUNDA-FEIRA,BOM,SUL,1,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,10:35,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:00,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,17:30,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,17:00,SEGUNDA-FEIRA,BOM,LESTE,0,1
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,17:25,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,4,0,0,0,0,0,0,0,0,0,18:05,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,12:20,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:40,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,5,0,0,0,0,0,0,0,0,0,15:40,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,09:50,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,16:50,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,08:25,TERCA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,09:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,0,2,0,0,10:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,15:40,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:30,TERCA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,17:15,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,10:28,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,4,0,0,0,0,0,0,0,0,0,09:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,14:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,10:40,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,15:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,07:21,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,15:25,TERCA-FEIRA,BOM,NORTE,1,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:00,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,14:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,0,2,0,0,11:58,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,10:40,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,11:20,TERCA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,15:45,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,14:25,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,22:20,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,CHOQUE,0,0,0,1,0,0,1,0,0,0,23:10,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,08:40,TERCA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,3,0,0,0,0,0,0,0,0,0,08:00,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:50,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,0,0,0,1,0,0,0,1,0,0,09:34,TERCA-FEIRA,BOM,LESTE,1,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,12:00,TERCA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,07:40,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,07:40,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,12:30,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,15:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,09:00,TERCA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,13:50,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,1,0,0,0,14:20,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,1,0,0,19:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,14:50,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,13:45,QUARTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,ABALROAMENTO,0,1,0,1,0,0,0,0,0,0,06:15,QUARTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,10:30,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,11:15,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,07:00,QUARTA-FEIRA,CHUVOSO,SUL,0,0
Cruzamento,ABALROAMENTO,0,2,0,0,0,0,0,0,0,0,22:00,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,QUEDA,0,0,0,0,0,0,0,1,0,0,22:00,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,09:00,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,0,1,0,0,19:30,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,16:10,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,07:45,QUARTA-FEIRA,CHUVOSO,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,18:30,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,19:20,QUARTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:50,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,11:00,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:15,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,15:05,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Cruzamento,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,19:30,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,09:50,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,11:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:35,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,11:35,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,08:20,QUARTA-FEIRA,BOM,SUL,0,1
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,16:00,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,01:02,QUARTA-FEIRA,CHUVOSO,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,15:10,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,0,1,0,0,0,0,0,0,0,0,14:20,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:20,QUARTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,14:45,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,10:20,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,1,0,0,09:00,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,07:55,QUARTA-FEIRA,CHUVOSO,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:30,QUARTA-FEIRA,NUBLADO,NORTE,0,1
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,08:20,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,1,0,0,17:20,QUARTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,17:30,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,18:30,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,21:50,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,15:10,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,1,0,0,0,1,0,0,18:20,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,0,0,0,1,0,0,0,1,0,0,06:40,QUARTA-FEIRA,CHUVOSO,LESTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,09:00,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,09:40,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,17:30,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,0,0,0,0,0,0,1,1,0,0,08:43,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:15,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,12:20,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,07:30,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,QUEDA,0,0,0,0,1,0,0,0,0,0,07:10,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,08:25,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,0,1,0,1,0,0,0,0,0,0,00:50,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,15:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,1,1,0,0,0,0,0,0,0,0,10:55,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,10:20,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,13:00,QUINTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:30,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,06:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,18:40,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,17:20,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,23:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,18:25,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,1,0,0,0,0,0,1,0,0,07:15,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,0,0,0,0,0,1,0,1,0,0,18:15,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:08,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,14:00,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:35,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,13:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,2,0,0,16:00,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:30,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,EVENTUAL,0,1,0,0,0,0,0,0,0,0,09:10,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,08:04,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,19:03,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,21:25,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,CAPOTAGEM,0,0,0,0,0,0,1,0,0,0,17:00,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,13:45,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,17:40,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,21:00,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,18:35,SEXTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,15:26,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:40,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,14:57,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,15:45,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,0,0,0,1,0,0,0,0,0,0,14:20,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,20:15,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,0,1,0,0,0,1,0,0,0,0,16:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:45,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,12:50,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,14:00,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,16:30,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,17:00,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,13:10,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,22:15,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:10,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,08:10,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,17:20,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,07:20,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,10:40,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,06:55,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,1,0,0,0,0,1,0,0,0,09:40,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,18:10,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,16:27,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:05,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,16:00,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:00,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,15:00,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:10,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,09:20,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,1,0,0,1,0,0,0,0,0,0,10:00,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:00,SEXTA-FEIRA,BOM,LESTE,0,0
