LOCAL,TIPO_ACID,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,HORA,DIA_SEM,TEMPO,REGIAO,FATAIS,FERIDOS_GR
Cruzamento,CHOQUE,1,0,0,0,0,0,1,0,0,0,12:00,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,09:35,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,19:00,QUARTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:20,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,1,0,0,0,15:00,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,13:09,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,0,1,0,0,07:40,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,0,1,0,0,0,0,0,1,0,0,17:15,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,1,0,1,0,0,0,0,0,0,0,08:00,QUINTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:15,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,1,0,0,0,09:50,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,22:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,10:45,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:19,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,17:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,0,2,0,0,22:30,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:40,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,11:30,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,07:38,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,07:20,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,16:50,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,15:40,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,13:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,08:45,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,1,0,0,0,10:00,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:50,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,0,0,0,0,1,0,0,0,0,0,17:45,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,08:50,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,1,0,0,1,0,0,08:20,QUINTA-FEIRA,BOM,LESTE,1,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,16:10,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,0,1,0,1,0,0,0,0,0,0,22:23,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,0,0,1,0,0,0,0,0,0,0,15:30,QUINTA-FEIRA,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,19:05,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,19:00,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,1,0,0,0,14:22,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,11:10,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,07:10,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,23:50,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,11:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,19:33,QUINTA-FEIRA,BOM,LESTE,0,1
Logradouro,COLISAO,4,0,0,0,0,0,0,0,0,0,09:45,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,10:30,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,09:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,06:20,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,18:30,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,13:50,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,08:00,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,14:40,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,0,0,1,12:20,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,0,1,0,0,0,0,0,1,0,0,08:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:20,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,18:30,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,13:55,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,23:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,0,0,0,0,0,0,0,1,0,0,17:30,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,02:45,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,08:50,SEXTA-FEIRA,BOM,SUL,0,1
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:30,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,20:10,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,1,0,0,0,08:45,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,10:50,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,EVENTUAL,1,0,0,0,0,0,0,0,0,0,13:30,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,15:30,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,1,0,0,0,0,0,0,0,14:30,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,12:40,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:20,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:30,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,11:50,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,11:00,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,1,0,0,0,12:45,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,11:35,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:02,SEXTA-FEIRA,BOM,LESTE,0,1
Cruzamento,ABALROAMENTO,1,0,1,0,0,0,0,0,0,0,17:40,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,16:40,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,16:00,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,16:20,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,16:00,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,00:50,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,12:00,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,18:00,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,1,1,0,0,08:00,SEXTA-FEIRA,BOM,LESTE,1,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,13:50,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:45,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,17:00,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,01:20,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,0,0,0,1,0,0,0,1,0,0,07:10,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:00,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:40,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,3,0,0,0,0,0,0,0,0,0,09:30,SEXTA-FEIRA,BOM,NORTE,0,1
Logradouro,CAPOTAGEM,2,0,0,0,0,0,0,0,0,0,17:20,SABADO,BOM,CENTRO,0,0
Logradouro,EVENTUAL,1,1,0,0,0,0,0,0,0,0,09:48,SABADO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,11:59,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,20:37,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,1,0,0,0,0,0,0,12:10,SABADO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,06:30,SABADO,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:00,SABADO,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,11:00,SABADO,BOM,CENTRO,1,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,0,2,0,0,16:50,SABADO,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,08:30,SABADO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,16:00,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,1,0,0,11:30,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,1,0,0,01:00,SABADO,BOM,SUL,0,0
Cruzamento,COLISAO,3,0,0,0,0,0,0,0,0,0,10:00,SABADO,BOM,LESTE,0,0
Cruzamento,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,18:00,SABADO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,21:20,SABADO,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,14:30,SABADO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,07:50,SABADO,BOM,LESTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,16:15,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:50,SABADO,BOM,LESTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,02:05,SABADO,BOM,SUL,0,1
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,06:20,SABADO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:20,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,14:30,SABADO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:40,SABADO,BOM,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,13:00,SABADO,BOM,LESTE,0,0
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,06:45,SABADO,BOM,NORTE,0,0
Logradouro,CHOQUE,2,0,0,0,0,0,0,0,0,0,13:20,SABADO,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,17:02,SABADO,BOM,LESTE,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,19:30,SABADO,CHUVOSO,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,11:30,SABADO,BOM,NORTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,09:15,SABADO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,1,0,0,0,0,0,0,0,16:40,SABADO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:27,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,18:40,SABADO,BOM,LESTE,0,1
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,07:35,SABADO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,20:50,SABADO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,10:20,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:00,SABADO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:00,DOMINGO,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,00:20,DOMINGO,BOM,SUL,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,02:45,DOMINGO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,3,0,0,0,0,0,0,0,0,0,19:30,DOMINGO,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,09:30,DOMINGO,BOM,CENTRO,0,0
Cruzamento,CHOQUE,1,0,0,0,0,1,0,0,0,0,07:10,DOMINGO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:49,DOMINGO,BOM,LESTE,0,0
Cruzamento,CHOQUE,2,0,0,0,0,0,0,0,0,0,10:20,DOMINGO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,12:30,DOMINGO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,01:30,DOMINGO,BOM,LESTE,0,1
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,09:00,DOMINGO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,02:00,DOMINGO,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,0,0,1,0,0,0,0,0,0,1,18:20,DOMINGO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,13:00,DOMINGO,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,01:30,DOMINGO,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,13:15,DOMINGO,BOM,LESTE,0,1
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,00:30,DOMINGO,BOM,NORTE,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,07:30,DOMINGO,BOM,NORTE,0,0
Cruzamento,QUEDA,0,0,0,0,0,0,0,1,0,0,06:00,DOMINGO,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,15:20,DOMINGO,BOM,NORTE,0,1
Logradouro,COLISAO,1,1,0,0,0,0,0,0,0,0,14:20,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,18:40,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:35,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,22:10,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:33,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,09:45,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,1,0,0,0,0,0,0,1,0,0,11:55,SEGUNDA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,06:30,SEGUNDA-FEIRA,BOM,SUL,0,1
Logradouro,ATROPELAMENTO,0,0,0,0,0,0,0,1,0,0,19:00,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,04:00,SEGUNDA-FEIRA,BOM,CENTRO,0,1
Logradouro,COLISAO,2,1,0,0,0,0,0,0,0,0,14:30,SEGUNDA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,16:25,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,18:35,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,15:00,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:45,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,07:50,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,1,1,0,0,0,0,0,0,0,0,10:15,SEGUNDA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,1,0,1,0,0,0,0,0,0,0,16:00,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,10:40,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,20:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,3,0,0,0,0,0,0,0,0,0,08:00,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,14:30,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,12:30,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,1,0,0,0,08:20,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,16:30,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,19:15,SEGUNDA-FEIRA,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,1,0,1,0,0,0,0,0,0,0,14:45,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,1,0,0,08:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,QUEDA,0,0,0,0,0,0,0,1,0,0,21:30,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,13:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,1,0,0,0,0,0,0,0,0,0,18:00,TERCA-FEIRA,BOM,SUL,0,1
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,10:15,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,10:45,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,10:00,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,08:20,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,1,0,1,0,0,0,0,0,0,0,11:45,TERCA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,15:40,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,14:40,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,1,0,0,0,1,0,0,0,0,0,07:30,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,1,0,0,0,17:10,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,15:40,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,2,0,0,0,0,0,0,0,0,0,10:10,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,QUEDA,0,0,0,0,0,0,0,1,0,0,22:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,11:30,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,16:45,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,QUEDA,0,0,0,1,0,0,0,0,0,0,19:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,12:20,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,10:00,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,0,0,0,1,0,1,0,0,0,0,16:40,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,CHOQUE,2,0,0,0,0,0,0,0,0,0,09:52,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,QUEDA,0,0,0,0,1,0,0,0,0,0,18:35,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,1,0,0,19:00,TERCA-FEIRA,BOM,LESTE,0,1
Cruzamento,ABALROAMENTO,1,0,1,0,0,0,0,0,0,0,11:26,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,10:55,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:50,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,17:40,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,2,0,0,0,0,0,0,0,0,0,07:40,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,0,0,0,0,0,0,1,0,0,1,14:30,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,09:00,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,0,0,0,1,0,0,0,0,0,0,17:45,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,08:45,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,0,0,0,1,0,0,1,0,0,0,17:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,1,0,0,0,0,0,1,0,0,0,11:12,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,1,0,0,0,0,0,0,1,0,0,08:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,16:00,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,18:35,QUARTA-FEIRA,BOM,SUL,0,1
Logradouro,COLISAO,1,0,0,0,0,0,0,1,0,0,06:45,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,0,1,0,0,0,0,1,0,0,0,10:10,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,10:05,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,CHOQUE,1,0,0,0,0,0,0,0,0,0,13:20,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,2,0,0,0,0,0,0,0,0,0,12:00,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,1,1,0,0,0,0,0,0,0,0,14:50,QUARTA-FEIRA,BOM,CENTRO,0,0
