LOCAL,TIPO_ACID,HORA,DIA_SEM,TEMPO,REGIAO,FATAIS,FERIDOS_GR
Logradouro,ATROPELAMENTO,00:50,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,02:10,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,05:19,QUINTA-FEIRA,CHUVOSO,CENTRO,0,0
Logradouro,COLISAO,03:45,QUINTA-FEIRA,CHUVOSO,CENTRO,0,0
Logradouro,CHOQUE,14:35,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,05:00,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,00:30,QUINTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,19:40,QUINTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,19:45,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,18:40,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,07:40,QUINTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,11:30,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,CHOQUE,02:50,QUINTA-FEIRA,CHUVOSO,LESTE,0,0
Cruzamento,COLISAO,08:45,QUINTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,COLISAO,16:00,QUINTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,07:47,QUINTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,14:20,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,06:00,QUINTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,CHOQUE,21:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,13:50,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,19:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,INCENDIO,10:15,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,ABALROAMENTO,10:05,SEXTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,10:45,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,23:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,19:30,SEXTA-FEIRA,BOM,SUL,0,1
Logradouro,ABALROAMENTO,06:53,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,09:42,SEXTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ATROPELAMENTO,19:39,SEXTA-FEIRA,BOM,SUL,0,1
Logradouro,ABALROAMENTO,16:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,21:50,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,09:00,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,10:20,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,10:40,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,QUEDA,20:30,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,13:49,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,09:30,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,18:00,SEXTA-FEIRA,BOM,LESTE,0,1
Cruzamento,ABALROAMENTO,11:25,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,CHOQUE,11:50,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,06:25,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,COLISAO,10:30,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,17:30,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,13:15,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,14:00,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,CHOQUE,11:00,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,20:30,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,12:00,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,17:30,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,15:51,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,08:40,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,21:30,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,20:55,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,21:45,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,15:30,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,14:00,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,10:50,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,18:00,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,22:45,SEXTA-FEIRA,BOM,NORTE,1,0
Logradouro,ABALROAMENTO,14:35,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,15:30,SABADO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,19:45,SABADO,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,18:00,SABADO,BOM,SUL,0,1
Logradouro,COLISAO,13:40,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,06:00,SABADO,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,17:00,SABADO,NUBLADO,SUL,0,0
Logradouro,ABALROAMENTO,22:30,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,19:30,SABADO,BOM,SUL,0,0
Logradouro,CHOQUE,18:25,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,08:33,SABADO,NUBLADO,CENTRO,0,0
Cruzamento,ABALROAMENTO,16:00,SABADO,BOM,CENTRO,0,0
Logradouro,CHOQUE,11:15,SABADO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,14:30,SABADO,BOM,LESTE,0,0
Logradouro,CHOQUE,01:43,SABADO,BOM,LESTE,1,0
Logradouro,ABALROAMENTO,07:10,SABADO,NUBLADO,SUL,0,0
Cruzamento,ABALROAMENTO,20:15,SABADO,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,15:30,SABADO,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,08:56,SABADO,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,14:55,SABADO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,09:50,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:15,SABADO,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,10:19,SABADO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,13:50,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,18:28,SABADO,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,15:10,SABADO,BOM,NORTE,0,0
Logradouro,CHOQUE,04:00,SABADO,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,17:30,SABADO,BOM,LESTE,0,0
Logradouro,CHOQUE,11:40,SABADO,NUBLADO,NORTE,0,0
Logradouro,COLISAO,07:30,SABADO,BOM,NAO IDENTIFICADO,0,0
Logradouro,ATROPELAMENTO,19:45,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,10:30,DOMINGO,CHUVOSO,CENTRO,0,0
Logradouro,COLISAO,13:15,DOMINGO,CHUVOSO,SUL,0,0
Logradouro,CHOQUE,03:00,DOMINGO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,13:25,DOMINGO,CHUVOSO,LESTE,0,0
Logradouro,CHOQUE,10:29,DOMINGO,CHUVOSO,SUL,0,0
Cruzamento,ABALROAMENTO,19:00,DOMINGO,BOM,NORTE,0,0
Logradouro,QUEDA,14:00,DOMINGO,CHUVOSO,LESTE,0,0
Logradouro,COLISAO,21:30,DOMINGO,CHUVOSO,LESTE,0,0
Logradouro,COLISAO,06:09,DOMINGO,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,12:40,DOMINGO,CHUVOSO,LESTE,0,0
Cruzamento,ABALROAMENTO,18:35,DOMINGO,CHUVOSO,LESTE,0,0
Logradouro,ATROPELAMENTO,18:00,DOMINGO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,05:55,DOMINGO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,19:15,DOMINGO,CHUVOSO,LESTE,0,0
Cruzamento,ABALROAMENTO,12:15,DOMINGO,CHUVOSO,NORTE,0,0
Cruzamento,ABALROAMENTO,08:15,DOMINGO,CHUVOSO,LESTE,0,0
Logradouro,ABALROAMENTO,20:45,DOMINGO,CHUVOSO,LESTE,0,0
Logradouro,ABALROAMENTO,03:20,DOMINGO,BOM,LESTE,0,0
Cruzamento,COLISAO,11:40,DOMINGO,CHUVOSO,NORTE,0,0
Logradouro,COLISAO,17:10,DOMINGO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,12:50,DOMINGO,CHUVOSO,NORTE,0,0
Logradouro,ABALROAMENTO,21:16,DOMINGO,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,12:00,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,18:10,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,18:35,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,10:30,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,12:10,SEGUNDA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,COLISAO,18:00,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,15:30,SEGUNDA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,07:30,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,12:40,SEGUNDA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,13:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,15:55,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,16:45,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ATROPELAMENTO,11:50,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,14:00,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,COLISAO,15:50,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,12:26,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,21:05,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,08:40,SEGUNDA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,17:15,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,09:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,08:00,SEGUNDA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,21:35,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,16:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,13:40,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,14:30,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,COLISAO,13:30,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,COLISAO,16:50,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,COLISAO,07:45,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Cruzamento,ABALROAMENTO,19:30,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,COLISAO,15:40,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:15,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,14:00,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ATROPELAMENTO,13:20,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,11:25,SEGUNDA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ATROPELAMENTO,14:00,SEGUNDA-FEIRA,NUBLADO,NORTE,0,1
Cruzamento,ABALROAMENTO,08:35,TERCA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,ABALROAMENTO,22:50,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,07:45,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,23:00,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,13:00,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,10:35,TERCA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,ABALROAMENTO,14:00,TERCA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ATROPELAMENTO,12:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,16:30,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,07:25,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,15:45,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,11:00,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,10:54,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,15:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,12:30,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,15:50,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,18:20,TERCA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,20:15,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,09:00,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ATROPELAMENTO,14:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,12:00,TERCA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,16:10,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,07:50,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,16:00,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,CHOQUE,09:20,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ATROPELAMENTO,19:15,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,EVENTUAL,11:42,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,14:24,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,11:15,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,07:47,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,15:15,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,08:10,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,07:05,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,22:10,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,08:45,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,CHOQUE,15:00,TERCA-FEIRA,NUBLADO,SUL,0,0
Logradouro,ABALROAMENTO,23:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,07:15,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,08:20,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ATROPELAMENTO,17:30,QUARTA-FEIRA,BOM,SUL,1,0
Logradouro,COLISAO,18:45,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,13:45,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,14:40,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,08:19,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,12:30,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,09:50,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,11:40,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,11:40,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,17:15,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,17:00,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,08:02,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,20:10,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,07:25,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,09:35,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,11:43,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,11:00,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,16:10,QUARTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,16:40,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,08:10,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,22:00,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,07:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,15:45,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,12:45,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,22:40,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,19:50,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,23:50,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,16:30,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,10:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,17:30,QUARTA-FEIRA,BOM,LESTE,0,1
Logradouro,ABALROAMENTO,20:00,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,13:10,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,13:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,13:15,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,15:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,22:30,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,08:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,09:40,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,15:10,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:40,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,14:00,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,13:28,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,15:40,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,19:30,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,12:40,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,13:40,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,12:00,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,09:30,QUINTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,16:50,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,CHOQUE,12:14,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,21:30,QUINTA-FEIRA,BOM,SUL,0,1
Logradouro,COLISAO,13:20,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,10:55,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,11:00,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,QUEDA,17:20,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,16:10,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,18:22,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,09:00,QUINTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,CHOQUE,14:40,QUINTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,23:00,QUINTA-FEIRA,BOM,LESTE,0,1
Logradouro,ATROPELAMENTO,17:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,08:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,17:40,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,14:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,11:15,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,10:15,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,13:35,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,10:35,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,16:20,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,20:50,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,09:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,10:20,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,08:00,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,08:18,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,07:30,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,16:00,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,08:30,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,15:20,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,11:30,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,14:10,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,14:15,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ATROPELAMENTO,10:00,QUINTA-FEIRA,NUBLADO,LESTE,0,1
Logradouro,COLISAO,13:20,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,QUEDA,08:15,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,09:25,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,11:26,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,16:20,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,09:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,17:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,17:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,QUEDA,18:10,QUINTA-FEIRA,BOM,SUL,0,1
Logradouro,COLISAO,14:40,SEXTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,COLISAO,08:50,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,16:06,SEXTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,COLISAO,18:13,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,20:10,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,10:20,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,15:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,QUEDA,17:00,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,09:10,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,08:16,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,08:20,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,13:45,SEXTA-FEIRA,NUBLADO,SUL,0,0
Logradouro,COLISAO,05:30,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,20:45,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,12:25,SEXTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ATROPELAMENTO,13:30,SEXTA-FEIRA,BOM,CENTRO,1,0
Cruzamento,COLISAO,09:15,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,18:00,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,15:15,SEXTA-FEIRA,NUBLADO,SUL,0,0
Cruzamento,COLISAO,22:40,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,09:50,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,05:20,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,15:25,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,02:05,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,14:00,SEXTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,11:25,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,10:55,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,10:10,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,08:30,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,11:35,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,CHOQUE,16:50,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,11:56,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,CHOQUE,09:03,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,14:20,SEXTA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,QUEDA,14:00,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,17:45,SABADO,BOM,SUL,0,0
Logradouro,COLISAO,05:25,SABADO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,16:40,SABADO,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,15:00,SABADO,NUBLADO,SUL,0,0
Logradouro,COLISAO,07:53,SABADO,BOM,SUL,0,0
Logradouro,CHOQUE,04:45,SABADO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,17:00,SABADO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,11:30,SABADO,NUBLADO,SUL,0,0
Cruzamento,ABALROAMENTO,19:20,SABADO,BOM,LESTE,0,0
