LOCAL,TIPO_ACID,HORA,DIA_SEM,TEMPO,REGIAO,FATAIS,FERIDOS_GR
Logradouro,COLISAO,13:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,14:10,TERCA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,ABALROAMENTO,09:40,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,14:15,TERCA-FEIRA,BOM,LESTE,0,1
Logradouro,COLISAO,12:25,TERCA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,ABALROAMENTO,12:10,TERCA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,18:57,TERCA-FEIRA,CHUVOSO,LESTE,0,0
Cruzamento,ABALROAMENTO,12:50,TERCA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,16:40,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,15:40,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,16:55,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,10:05,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,09:40,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,16:40,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,16:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,19:20,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,10:32,TERCA-FEIRA,BOM,NORTE,1,0
Logradouro,COLISAO,10:35,TERCA-FEIRA,NUBLADO,NORTE,0,0
Logradouro,ABALROAMENTO,13:30,TERCA-FEIRA,BOM,NORTE,0,1
Logradouro,ATROPELAMENTO,18:05,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,15:00,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,16:25,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,10:10,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,00:38,QUARTA-FEIRA,BOM,CENTRO,1,0
Logradouro,ABALROAMENTO,19:00,QUARTA-FEIRA,CHUVOSO,SUL,0,1
Logradouro,ABALROAMENTO,07:46,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,17:10,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,11:40,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,09:15,QUARTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ATROPELAMENTO,20:50,QUARTA-FEIRA,BOM,CENTRO,0,1
Logradouro,ABALROAMENTO,03:15,QUARTA-FEIRA,BOM,SUL,0,1
Cruzamento,ABALROAMENTO,12:40,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,CHOQUE,18:50,QUARTA-FEIRA,CHUVOSO,NORTE,0,0
Logradouro,COLISAO,17:40,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,09:53,QUARTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,17:50,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Cruzamento,COLISAO,09:55,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,11:05,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,16:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,09:45,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,10:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,05:45,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,13:13,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,17:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,16:00,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,15:00,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,09:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,12:50,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,09:05,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,20:45,QUARTA-FEIRA,CHUVOSO,LESTE,0,0
Logradouro,COLISAO,19:10,QUARTA-FEIRA,CHUVOSO,SUL,0,0
Cruzamento,COLISAO,22:00,QUARTA-FEIRA,NUBLADO,LESTE,0,0
Logradouro,COLISAO,09:10,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,15:40,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,08:05,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,08:15,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,10:30,QUARTA-FEIRA,BOM,SUL,1,0
Cruzamento,COLISAO,12:40,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,10:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,QUEDA,08:30,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,16:10,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,12:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,15:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,07:00,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,14:20,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,21:10,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,09:20,QUINTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,15:05,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,18:15,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,13:25,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,08:40,QUINTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,15:35,QUINTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,18:30,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,18:00,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,15:15,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,15:00,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,12:00,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,12:20,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,11:20,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,14:00,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,10:40,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,15:27,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,23:00,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,EVENTUAL,14:00,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,10:50,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,11:20,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,16:15,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,08:40,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,15:06,QUINTA-FEIRA,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,10:00,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,13:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,11:50,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,15:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,17:30,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,20:50,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,06:40,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,17:45,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,17:50,QUINTA-FEIRA,BOM,NORTE,0,1
Logradouro,COLISAO,11:30,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,10:40,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,13:18,SEXTA-FEIRA,BOM,SUL,0,1
Logradouro,COLISAO,23:30,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,09:59,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,11:50,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,09:15,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,19:30,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,21:45,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,16:10,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,11:30,SEXTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,10:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,12:20,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,15:00,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,COLISAO,11:30,SEXTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,14:40,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,20:30,SEXTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,15:15,SEXTA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,21:00,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,11:00,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:45,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,22:05,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,01:13,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,15:10,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,09:30,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,06:00,SEXTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,15:30,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,18:30,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,14:30,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,18:45,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,14:45,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,08:33,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,16:50,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,14:15,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,08:30,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,10:19,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,11:45,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,13:50,SEXTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,13:00,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,16:15,SEXTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,09:30,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,20:45,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,CHOQUE,21:32,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:00,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:40,SEXTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,23:15,SABADO,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,17:10,SABADO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,20:45,SABADO,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,12:11,SABADO,BOM,CENTRO,0,0
Logradouro,CHOQUE,06:15,SABADO,BOM,SUL,0,0
Logradouro,CHOQUE,03:10,SABADO,BOM,SUL,0,0
Cruzamento,COLISAO,10:05,SABADO,BOM,CENTRO,0,0
Cruzamento,COLISAO,16:40,SABADO,BOM,CENTRO,0,0
Logradouro,COLISAO,23:20,SABADO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,10:40,SABADO,BOM,NORTE,0,0
Logradouro,COLISAO,11:20,SABADO,BOM,LESTE,0,0
Logradouro,COLISAO,16:55,SABADO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,18:00,SABADO,BOM,NORTE,0,0
Logradouro,CHOQUE,17:00,SABADO,BOM,SUL,0,0
Logradouro,CHOQUE,04:39,SABADO,BOM,LESTE,0,1
Logradouro,ABALROAMENTO,22:00,SABADO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,14:45,SABADO,BOM,NORTE,0,0
Logradouro,COLISAO,10:05,SABADO,BOM,NORTE,0,0
Logradouro,COLISAO,16:15,SABADO,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,16:45,DOMINGO,BOM,SUL,0,0
Logradouro,COLISAO,10:40,DOMINGO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,11:50,DOMINGO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,21:47,DOMINGO,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,14:40,DOMINGO,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,16:40,DOMINGO,BOM,CENTRO,0,0
Logradouro,COLISAO,14:14,DOMINGO,BOM,SUL,0,0
Logradouro,CHOQUE,02:40,DOMINGO,BOM,CENTRO,0,1
Logradouro,ABALROAMENTO,11:30,DOMINGO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,16:50,DOMINGO,BOM,NORTE,0,0
Logradouro,COLISAO,16:20,DOMINGO,BOM,NORTE,0,0
Cruzamento,CHOQUE,16:00,DOMINGO,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,12:20,DOMINGO,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,19:20,DOMINGO,BOM,LESTE,0,1
Logradouro,COLISAO,05:20,DOMINGO,BOM,LESTE,0,0
Cruzamento,COLISAO,17:15,DOMINGO,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,16:00,DOMINGO,BOM,LESTE,0,0
Logradouro,COLISAO,14:50,DOMINGO,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,10:30,DOMINGO,BOM,SUL,0,0
Logradouro,ABALROAMENTO,17:15,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,10:10,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,13:20,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,CHOQUE,11:55,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,12:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,12:22,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ATROPELAMENTO,17:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,17:10,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,10:45,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,EVENTUAL,16:25,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,15:50,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,08:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,13:30,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,EVENTUAL,15:45,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,CHOQUE,21:25,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,20:27,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Logradouro,CHOQUE,08:20,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,ABALROAMENTO,12:05,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,EVENTUAL,15:25,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,16:15,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,16:40,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,CHOQUE,15:15,SEGUNDA-FEIRA,BOM,CENTRO,0,0
Cruzamento,CHOQUE,14:05,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,08:30,SEGUNDA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,12:10,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,11:30,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,15:20,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,16:30,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,12:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,17:50,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,15:00,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,19:20,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,15:40,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,21:10,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,18:35,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:30,SEGUNDA-FEIRA,BOM,LESTE,0,1
Logradouro,ABALROAMENTO,18:10,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,21:10,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,14:09,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,10:00,SEGUNDA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,21:40,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,08:35,SEGUNDA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,16:20,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,08:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,06:15,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,12:10,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,16:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,10:00,SEGUNDA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,10:25,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,17:50,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,20:50,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,11:25,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,17:53,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,10:55,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ATROPELAMENTO,11:20,TERCA-FEIRA,BOM,CENTRO,0,1
Logradouro,COLISAO,14:15,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,08:29,TERCA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,15:42,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,11:35,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,15:30,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,17:10,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,11:30,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,09:20,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,08:55,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,10:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,08:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,QUEDA,12:30,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,08:30,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,08:30,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,18:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,13:55,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,09:30,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,13:10,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,10:20,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,15:30,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,17:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,19:00,TERCA-FEIRA,BOM,SUL,0,0
Logradouro,QUEDA,18:30,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,09:13,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,10:15,TERCA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,21:30,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,16:00,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,07:40,TERCA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,07:00,TERCA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,06:35,TERCA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,18:45,TERCA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,11:25,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,10:35,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,08:45,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,13:30,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,19:45,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,14:00,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ATROPELAMENTO,19:00,QUARTA-FEIRA,BOM,SUL,0,1
Logradouro,COLISAO,07:40,QUARTA-FEIRA,BOM,CENTRO,0,0
Logradouro,ABALROAMENTO,11:45,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,ABALROAMENTO,10:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,17:15,QUARTA-FEIRA,BOM,CENTRO,0,1
Logradouro,CHOQUE,21:54,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,20:25,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,08:20,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,CAPOTAGEM,07:55,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,10:45,QUARTA-FEIRA,BOM,NORTE,0,1
Logradouro,ABALROAMENTO,15:15,QUARTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,15:15,QUARTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,08:00,QUARTA-FEIRA,BOM,NORTE,0,1
Cruzamento,ABALROAMENTO,15:00,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,07:30,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,08:50,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,15:04,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,18:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,20:00,QUARTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,11:20,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,09:15,QUARTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,10:42,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,07:45,QUARTA-FEIRA,BOM,LESTE,0,0
Logradouro,ABALROAMENTO,18:30,QUARTA-FEIRA,BOM,LESTE,0,1
Logradouro,ABALROAMENTO,07:30,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,16:15,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,07:45,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ABALROAMENTO,12:15,QUARTA-FEIRA,BOM,NORTE,0,0
Logradouro,ATROPELAMENTO,20:30,QUINTA-FEIRA,BOM,SUL,0,1
Logradouro,COLISAO,08:55,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,12:20,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,07:52,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,ABALROAMENTO,11:05,QUINTA-FEIRA,NUBLADO,CENTRO,0,0
Logradouro,ABALROAMENTO,08:10,QUINTA-FEIRA,BOM,CENTRO,0,0
Logradouro,COLISAO,13:35,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,16:15,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,COLISAO,20:20,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,11:10,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,01:30,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,CHOQUE,21:19,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,QUEDA,08:50,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,COLISAO,06:58,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,18:10,QUINTA-FEIRA,BOM,SUL,0,0
Cruzamento,COLISAO,15:30,QUINTA-FEIRA,BOM,LESTE,0,0
Logradouro,COLISAO,00:28,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,CHOQUE,17:00,QUINTA-FEIRA,BOM,LESTE,0,0
Cruzamento,ABALROAMENTO,13:30,QUINTA-FEIRA,BOM,NORTE,0,0
Cruzamento,COLISAO,10:54,QUINTA-FEIRA,BOM,NORTE,0,0
Logradouro,COLISAO,08:05,QUINTA-FEIRA,BOM,SUL,0,0
Logradouro,ABALROAMENTO,07:30,QUINTA-FEIRA,BOM,SUL,0,0
