;LATITUDE;LONGITUDE
2516;-30.009605;-51.147535
2517;-30.031421;-51.127283
2518;-30.076038;-51.127067
2519;-30.010909;-51.126531
2520;-30.107767;-51.112664
2521;-30.019569;-51.097659
2522;-30.106218;-51.253865000000005
2523;-30.094110999999998;-51.250243
2524;-30.101871999999997;-51.248633
2525;-30.099665;-51.234328999999995
2526;-30.042147999999997;-51.228768
2527;-30.032777000000003;-51.227971999999994
2528;-30.043146999999998;-51.22756
2529;-30.03221;-51.223825
2530;-30.036897999999997;-51.222311
2531;-30.022752;-51.218695000000004
2532;-30.04075;-51.215953000000006
2533;-30.028548999999998;-51.211737
2534;-30.044539;-51.209734000000005
2535;-30.058983;-51.207572
2536;-30.001559000000004;-51.207087
2537;-30.042208000000002;-51.203917
2538;-30.008691;-51.203496
2539;-30.005877;-51.202455
2540;-30.033374;-51.201842
2541;-29998588.0;-51.201661
2542;-30.053024;-51.20118
2543;-30.019133;-51.200262
2544;-30.024789000000002;-51.199665
2545;-30.072546999999997;-51.199657
2546;-30.016365999999998;-51.197362
2547;-30.049631;-51.195159999999994
2548;-30.006207;-51.194779
2549;-30.031638;-51.194486
2550;-30.001944;-51.194349
2551;-30.021151;-51.193290000000005
2552;-30.071265000000004;-51.192842
2553;-29997814.0;-51.1922
2554;-29999750.0;-51.189657000000004
2555;-30.033157;-51.189487
2556;-30.085411999999998;-51.188272
2557;-30.025158;-51.182458000000004
2558;-30.041320000000002;-51.179137
2559;-30.007918;-51.178915
2560;-30.042531;-51.178872999999996
2561;-30.072487;-51.177548
2562;-30.018010999999998;-51.17711
2563;-30.035251000000002;-51.17587
2564;-30.027362;-51.168025
2565;-30.060857000000002;-51.167584000000005
2566;-30.014533;-51.164539000000005
2567;-30.159259000000002;-51.160165
2568;-30.014075;-51.15934
2569;-29997142.0;-51.151829
2570;-30.164662;-51.149429999999995
2571;-30.053764;-51.147239
2572;-30.0708;-51.139911
2573;-30.027819;-51.132397999999995
2574;-30.005671999999997;-51.131485
2575;-30.078128000000003;-51.125888
2576;-30.021805999999998;-51.119923
2577;-30.014525;-51.117072
2578;-29978173.0;-51.114544
2579;-29985169.0;-51.110909
2580;-30.020215999999998;-51.107414
2581;-30.00129;-51.103106
2582;-30.121976;-51.251166
2583;-30.102297999999998;-51.234359000000005
2584;-30.058540999999998;-51.230126
2585;-30.037772999999998;-51.227788000000004
2586;-30.099904;-51.22472
2587;-30.030170000000002;-51.224444
2588;-30.059565999999997;-51.223203000000005
2589;-30.027067;-51.219238
2590;-30.083968;-51.214574
2591;-30.056501;-51.209582
2592;-30.147292999999998;-51.203612
2593;-30.037461999999998;-51.202861
2594;-30.017305;-51.202275
2595;-30.024206;-51.200302
2596;-30.040884000000002;-51.196492
2597;-30.032628000000003;-51.195852
2598;-30.039469;-51.195132
2599;-29996789.0;-51.190129999999996
2600;-29999750.0;-51.189657000000004
2601;-30.180623999999998;-51.188182
2602;-30.06677;-51.18727
2603;-30.019646999999996;-51.185587
2604;-30.051058;-51.181028999999995
2605;-30.02239;-51.176682
2606;-30.010379999999998;-51.163677
2607;-30.009608;-51.149078
2608;-29996904.0;-51.139796000000004
2609;-30.038072999999997;-51.111107000000004
2610;-29987669.0;-51.108362
2611;-30.081057;-51.243486
