LATITUDE;LONGITUDE;LOCAL;TIPO_ACID;DIA_SEM;FERIDOS;FERIDOS_GR;FATAIS;TEMPO;NOITE_DIA
-30.088128;-51.120428000000004;1;4;2;1;0;0;0;1
-29985906.0;-51.11058;1;3;2;0;0;0;1;1
-30.041228999999998;-51.233461;0;1;3;0;0;0;1;0
-30.031628;-51.223063;0;3;3;0;0;0;1;0
-30.035351000000002;-51.220099;0;3;3;0;0;0;1;0
-30.07965200000001;-51.219281;1;1;3;0;0;0;0;0
-30.039602000000002;-51.218786;0;3;3;0;0;0;0;0
-30.0435;-51.218776;1;0;3;1;0;0;0;0
-30.054196;-51.214603000000004;1;3;3;1;0;0;0;0
-30.024737;-51.204091999999996;0;1;3;0;0;0;0;0
-30.024737;-51.204091999999996;0;1;3;0;0;0;0;1
-30.007616;-51.203089;1;1;3;0;0;0;0;0
-30.02484;-51.202203000000004;1;2;3;0;0;0;1;0
-30.023865;-51.200976000000004;1;3;3;0;0;0;1;0
-30.003632;-51.200306;0;1;3;0;0;0;0;0
-29999580.0;-51.196789;1;1;3;0;0;0;0;0
-29991264.0;-51.195794;0;3;3;0;0;0;0;0
-30.043074;-51.195171;1;3;3;0;0;0;0;0
-30.006328999999997;-51.194567;1;3;3;0;0;0;0;0
-30.002438;-51.189035;1;1;3;0;0;0;0;0
-30.051879;-51.187402;1;3;3;0;0;0;1;0
-30.025948;-51.182066;1;1;3;1;0;0;1;0
-30.002292999999998;-51.181381;0;1;3;0;0;0;1;0
-30.038881;-51.171504;1;3;3;1;1;0;0;0
-30.001858000000002;-51.168484;0;1;3;0;0;0;1;0
-30.060872999999997;-51.167682;0;1;3;1;0;0;0;0
-30.054636;-51.166853;1;3;3;0;0;0;0;0
-30.045021000000002;-51.157864000000004;1;0;3;1;1;0;0;0
-30.057678999999997;-51.156693;0;2;3;0;0;0;0;1
-30.042623;-51.152893;0;3;3;1;1;0;0;0
-30.024939;-51.151680999999996;1;1;3;0;0;0;0;0
-30.062515;-51.149698;0;3;3;0;0;0;1;0
-30.054621;-51.147434000000004;1;3;3;0;0;0;0;0
-30.004694;-51.127676;1;1;3;0;0;0;0;0
-30.039241999999998;-51.127514;1;1;3;1;0;0;0;0
-30.014734000000004;-51.119122999999995;1;3;3;0;0;0;1;0
-30.020884999999996;-51.118671;1;1;3;2;0;0;0;1
-30.02638;-51.099538;1;0;3;2;1;0;0;0
-30.102125;-51.251124;1;1;4;0;0;0;0;0
-30.095556;-51.249315;1;1;4;0;0;0;0;0
-30.101184999999997;-51.230999;0;1;4;0;0;0;0;0
-30.045137;-51.227292;1;3;4;0;0;0;0;0
-30.025524;-51.225746;0;1;4;0;0;0;0;0
-30.09416;-51.225475;1;3;4;0;0;0;0;1
-30.025751;-51.220157;1;0;4;0;0;1;0;1
-30.024437;-51.219843;1;4;4;1;0;0;0;0
-30.027614;-51.219424;1;3;4;0;0;0;0;0
-30.049294;-51.218105;1;1;4;0;0;0;0;0
-30.076813;-51.207859;1;3;4;0;0;0;0;0
-30.072984;-51.201785;1;3;4;0;0;0;0;0
-30.055466999999997;-51.197627000000004;1;1;4;0;0;0;0;0
-30.01694;-51.195363;0;3;4;0;0;0;0;1
-29985731.0;-51.193928;1;1;4;1;1;0;0;0
-30.02499000000001;-51.19332;0;1;4;0;0;0;0;0
-29975324.0;-51.1933;1;1;4;0;0;0;0;0
-30.006778999999998;-51.192902000000004;1;3;4;0;0;0;0;0
-30.006375;-51.191743;1;3;4;0;0;0;0;0
-29995752.0;-51.189768;1;1;4;0;0;0;0;0
-29998257.0;-51.18915300000001;1;3;4;0;0;0;1;0
-30.064789;-51.186521;1;1;4;1;0;0;0;0
-30.042601;-51.183386;1;3;4;0;0;0;0;0
-30.06866500000001;-51.182233000000004;1;4;4;1;1;0;0;0
-30.009078000000002;-51.181862;1;1;4;1;0;0;0;0
-30.063908;-51.181819;0;4;4;1;0;0;0;1
-29987436.0;-51.178255;0;1;4;0;0;0;0;0
-30.053712;-51.169138000000004;1;3;4;0;0;0;0;0
-30.039688;-51.166911999999996;1;1;4;1;0;0;0;0
-30.039510999999997;-51.160608;1;3;4;0;0;0;0;0
-30.027309000000002;-51.159337;1;1;4;2;0;0;0;0
-29997344.0;-51.156186;0;1;4;0;0;0;0;0
-29984221.0;-51.155487;1;0;4;1;0;0;0;0
-29997775.0;-51.135622999999995;1;1;4;2;0;0;0;1
-29997789.0;-51.135525;0;1;4;0;0;0;0;1
-30.009173999999998;-51.135490999999995;0;1;4;0;0;0;0;0
-30.005784999999996;-51.135197;0;1;4;0;0;0;0;1
-29998713.0;-51.133454;1;1;4;2;0;0;0;1
-30.085161;-51.13175;1;0;4;1;0;0;0;0
-30.002363;-51.130186;1;1;4;0;0;0;0;0
-30.010732;-51.128622;1;3;4;0;0;0;0;0
-29984698.0;-51.119566;1;3;4;0;0;0;0;0
-29990112.0;-51.108977;1;3;4;0;0;0;0;0
-30.105008;-51.229411;1;3;5;0;0;0;1;0
-30.046591999999997;-51.22929;0;1;5;0;0;0;0;0
-30.028240000000004;-51.22674;1;0;5;1;0;0;0;0
-30.059168;-51.226121;0;3;5;0;0;0;1;0
-30.029529999999998;-51.224692;0;1;5;1;0;0;0;1
-30.035351000000002;-51.220099;0;3;5;0;0;0;1;0
-30.024514;-51.219821;1;3;5;0;0;0;0;0
-30.110353000000003;-51.218206;1;3;5;1;0;0;0;0
-30.130836;-51.217954999999996;0;3;5;0;0;0;0;1
-30.033374;-51.213822;0;3;5;0;0;0;0;1
-30.01956;-51.21075;1;3;5;0;0;0;0;0
-30.007717;-51.210503;1;1;5;0;0;0;0;0
-30.035246;-51.210141;1;0;5;1;0;0;0;0
-30.044248;-51.209289;1;1;5;1;0;0;0;0
-30.116604;-51.206494;1;3;5;0;0;0;0;0
-30.146677;-51.206253000000004;1;3;5;1;0;0;0;1
-30.027099;-51.205838;0;1;5;0;0;0;0;0
-30.008695;-51.204817999999996;0;1;5;0;0;0;0;0
-30.006043;-51.202005;1;1;5;0;0;0;0;0
-30.075;-51.20114;1;1;5;1;0;0;0;0
-30.024027;-51.199507000000004;1;2;5;0;0;0;0;1
-30.049431;-51.194853;0;3;5;0;0;0;0;0
-30.006935;-51.193842;1;3;5;0;0;0;0;0
-30.002433;-51.19038;0;1;5;0;0;0;0;0
-30.006251000000002;-51.189692;1;3;5;0;0;0;0;0
-30.025881;-51.188388;0;1;5;0;0;0;0;0
-30.155473999999998;-51.184862;1;3;5;0;0;0;0;0
-30.028607;-51.180844;0;3;5;0;0;0;0;0
-30.157744;-51.176223;0;1;5;0;0;0;0;0
-30.060841999999997;-51.172517;1;1;5;1;0;0;0;0
-30.020747999999998;-51.150286;0;1;5;0;0;0;0;0
-30.010710999999997;-51.147597;1;2;5;0;0;0;0;1
-30.022479999999998;-51.14288300000001;1;3;5;0;0;0;0;1
-30.006860999999997;-51.142784999999996;1;1;5;1;0;0;0;0
-30.126978;-51.241557;1;1;6;0;0;0;0;0
-30.029190000000003;-51.236447999999996;0;3;6;0;0;0;0;0
-30.028432000000002;-51.233335;1;3;6;0;0;0;0;0
-30.101184999999997;-51.230999;0;3;6;0;0;0;0;0
-30.101012;-51.230574;1;1;6;1;0;0;0;0
-30.112067;-51.226501;0;3;6;0;0;0;0;0
-30.05985200000001;-51.221270000000004;1;1;6;1;0;0;0;1
-30.047077;-51.218819;1;1;6;0;0;0;0;0
-30.133162;-51.218363000000004;1;2;6;0;0;0;1;0
-30.02570900000001;-51.217701;1;1;6;0;0;0;0;0
-30.019628000000004;-51.216905;1;2;6;0;0;0;1;0
-30.046218;-51.212809;1;2;6;1;0;0;0;1
-30.024774;-51.212775;1;3;6;1;0;0;0;0
-30.081103999999996;-51.212459;0;3;6;1;0;0;0;0
-30.042208000000002;-51.203917;0;1;6;0;0;0;0;1
-30.042911;-51.200301;0;3;6;0;0;0;0;0
-30.022740000000002;-51.198121;0;1;6;0;0;0;0;0
-30.052452000000002;-51.19322800000001;0;3;6;0;0;0;0;0
-30.003828000000002;-51.192762;1;1;6;1;0;0;0;0
-29996860.0;-51.190188;0;3;6;0;0;0;0;1
-30.068494;-51.188383;1;4;6;1;0;0;0;1
-30.017341;-51.181577000000004;0;1;6;0;0;0;0;0
-30.010154999999997;-51.162405;1;1;6;0;0;0;0;0
-30.024772;-51.161153999999996;1;1;6;1;0;0;1;0
-30.031292999999998;-51.151053999999995;1;2;6;0;0;0;0;1
-30.042291;-51.137888000000004;1;1;6;1;0;0;0;0
-30.075937;-51.125714;1;1;6;0;0;0;0;0
-30.014777000000002;-51.110112;1;0;6;1;0;0;0;0
-30.08509;-51.240666999999995;1;3;0;1;0;0;0;0
-30.101789;-51.232713000000004;1;1;0;0;0;0;0;1
-30.104006;-51.229847;1;1;0;1;1;0;0;1
-30.032648;-51.22948;1;1;0;0;0;0;0;0
-30.028803999999997;-51.227852;1;0;0;1;0;0;0;0
-30.031838;-51.227781;1;0;0;1;1;0;0;1
-30.024665999999996;-51.223934;1;3;0;0;0;0;0;0
-30.059884000000004;-51.219489;1;0;0;1;1;0;0;0
-30.037131;-51.218844;1;0;0;1;0;0;0;0
-30.081734;-51.213494;0;1;0;0;0;0;0;1
-30.037077000000004;-51.212863;1;3;0;0;0;0;0;0
-30.057215999999997;-51.209014;1;3;0;0;0;0;0;0
-30.077915;-51.208696999999994;1;0;0;2;0;0;0;1
-29998887.0;-51.206161;1;3;0;0;0;0;0;1
-30.036662;-51.20472;1;3;0;0;0;0;0;0
-30.025294;-51.199564;1;3;0;0;0;0;0;0
-29999345.0;-51.19815;1;2;0;0;0;0;0;0
-30.004329;-51.197913;1;1;0;1;0;0;0;0
-30.027424;-51.195985;0;1;0;1;0;0;0;0
-30.025142;-51.194860999999996;0;0;0;1;0;0;0;0
-30.062359999999998;-51.194625;1;1;0;1;0;0;0;0
-29996269.0;-51.191833;0;1;0;0;0;0;0;0
-29999475.0;-51.191047;1;2;0;0;0;0;0;1
-30.026018;-51.190065999999995;1;1;0;0;0;0;0;0
-29999750.0;-51.189657000000004;0;1;0;0;0;0;0;0
-30.054363000000002;-51.18837;1;1;0;0;0;0;0;0
-30.028693;-51.180839;1;2;0;0;0;0;0;0
-30.154633;-51.180789000000004;1;3;0;0;0;0;0;0
-30.128936;-51.175976;1;1;0;1;1;0;0;1
-30.011509000000004;-51.169804;1;2;0;0;0;0;0;0
-30.036194000000002;-51.16953;1;1;0;2;2;0;0;1
-30.010879;-51.168712;1;3;0;0;0;0;1;0
-30.034872999999997;-51.163985;0;1;0;0;0;0;0;1
-30.01003;-51.161206;1;2;0;0;0;0;0;0
-30.027613;-51.158625;1;0;0;1;1;0;0;0
-30.029141999999997;-51.143589;0;1;0;0;0;0;0;1
-29996229.0;-51.137543;1;1;0;1;1;0;0;0
-30.001803000000002;-51.134602;0;1;0;0;0;0;0;1
-29999218.0;-51.132108;1;1;0;0;0;0;0;1
-29987139.0;-51.131642;0;2;0;0;0;0;0;0
-29992704.0;-51.128776;1;3;0;0;0;0;0;0
-30.016153999999997;-51.113858;0;1;0;1;0;0;0;1
-30.014052000000003;-51.100735;1;1;0;2;0;0;0;0
-30.012334999999997;-51.098385;1;3;0;0;0;0;0;0
-30.082895;-51.247007;1;4;1;1;0;0;0;0
-30.066335;-51.235848;1;2;1;0;0;0;0;1
-30.047601;-51.222884;1;1;1;0;0;0;0;0
-30.034084999999997;-51.221945;0;3;1;0;0;0;0;1
-30.03288400000001;-51.221449;1;1;1;0;0;0;1;1
-30.115296999999998;-51.220164000000004;1;1;1;0;0;0;0;1
-30.059715999999998;-51.218947;1;0;1;1;0;0;0;1
-30.026803;-51.215576;0;1;1;0;0;0;0;0
-30.051202000000004;-51.208760999999996;1;2;1;0;0;0;0;0
-30.036084000000002;-51.208501;1;3;1;0;0;0;0;0
-30.116493;-51.204657;1;1;1;2;0;0;0;0
-30.022269;-51.203662;1;2;1;0;0;0;0;0
-30.023844;-51.200949;1;1;1;3;0;0;0;1
-30.042740999999996;-51.199619;1;3;1;1;0;0;0;0
-30.154514000000002;-51.198809999999995;1;0;1;1;0;0;0;1
-30.145632;-51.198705;1;1;1;1;0;0;0;1
-29997951.0;-51.198098;0;1;1;0;0;0;0;0
-30.15712700000001;-51.195015999999995;1;1;1;0;0;0;0;0
-30.01285;-51.194996;1;2;1;0;0;0;0;0
-30.001034000000004;-51.19011500000001;0;1;1;0;0;0;0;1
-30.087993;-51.184352000000004;1;1;1;1;0;0;0;1
-30.063478999999997;-51.183765;1;2;1;0;0;1;0;1
-30.039996000000002;-51.181955;1;1;1;1;1;0;0;0
-30.029885999999998;-51.161913;1;3;1;0;0;0;0;1
-30.06335300000001;-51.150175;1;2;1;0;0;0;0;1
-30.146019;-51.141514;1;1;1;1;1;0;0;0
-29997407.0;-51.136368;0;2;1;0;0;0;0;0
-30.037734999999998;-51.121557;1;1;1;0;0;0;1;0
-30.008868;-51.111781;0;1;1;0;0;0;0;0
-30.018006;-51.107986;0;1;1;2;0;0;0;0
-30.104173;-51.23871;1;1;2;1;0;0;1;0
-30.050782;-51.232439;1;1;2;0;0;0;0;0
-30.035090000000004;-51.231766;0;1;2;0;0;0;0;1
-30.024437;-51.219843;1;0;2;1;0;0;0;1
-30.048534999999998;-51.218169;1;1;2;2;0;0;1;1
-30.055204999999997;-51.198082;1;2;2;1;0;0;0;0
-30.042914;-51.196727;1;1;2;0;0;0;0;0
-30.01907000000001;-51.186257;1;1;2;0;0;0;0;1
-30.066565;-51.17682;0;1;2;0;0;0;1;0
-30.061529999999998;-51.161798;1;1;2;0;0;0;0;0
-30.159646000000002;-51.159939;1;3;2;2;0;0;0;1
-30.025896999999997;-51.150762;0;1;2;0;0;0;0;0
-30.003197999999998;-51.131908;1;2;2;0;0;0;0;0
-30.006055;-51.121932;1;1;2;2;1;0;0;0
-30.096178000000002;-51.243026;1;1;3;1;0;0;0;1
-30.032057000000002;-51.238433;1;0;3;1;0;0;0;0
-30.099811;-51.234588;1;0;3;1;0;0;0;0
-30.102128000000004;-51.23385800000001;1;0;3;1;0;0;0;0
-30.028318;-51.232832;1;3;3;0;0;0;1;0
-30.026537;-51.230944;1;1;3;2;0;0;1;0
-30.034933000000002;-51.224652;0;1;3;0;0;0;0;0
-30.023425;-51.221499;1;1;3;0;0;0;1;0
-30.1123;-51.219928;1;4;3;1;0;0;0;0
-30.055106;-51.214883;0;0;3;1;0;0;0;0
-30.112021000000002;-51.213539000000004;1;1;3;2;1;0;0;0
-30.022381;-51.213281;1;1;3;0;0;0;1;1
-30.029634;-51.208391999999996;1;3;3;0;0;0;1;0
-30.027991999999998;-51.207183;1;0;3;1;0;0;0;0
-30.042994;-51.207106;0;1;3;0;0;0;0;0
-30.052151000000002;-51.206876;1;1;3;0;0;0;1;0
-30.062646;-51.206088;0;1;3;1;0;0;0;1
-30.068433000000002;-51.20480300000001;1;3;3;0;0;0;0;0
-30.031038;-51.204153999999996;0;1;3;1;0;0;0;0
-30.008525;-51.20222800000001;1;3;3;0;0;0;1;0
-30.005274;-51.197070000000004;1;1;3;0;0;0;1;0
-30.039334000000004;-51.195892;1;1;3;0;0;0;1;0
-30.071248999999998;-51.193041;1;1;3;2;0;0;0;0
-30.071258;-51.192941999999995;0;3;3;0;0;0;0;0
-30.026037;-51.189969;0;1;3;0;0;0;1;0
-30.060638;-51.189289;0;1;3;1;0;0;0;1
-30.046838;-51.17840800000001;0;3;3;0;0;0;0;0
-30.035048;-51.17639000000001;1;3;3;0;0;0;1;0
-30.055449;-51.173625;1;3;3;1;0;0;1;0
-30.014378000000004;-51.171921999999995;1;3;3;0;0;0;1;0
-30.039465999999997;-51.165239;1;3;3;0;0;0;1;0
-30.061353000000004;-51.163221;1;2;3;0;0;0;0;1
-30.07444000000001;-51.16057;0;4;3;1;1;0;0;1
-30.003204999999998;-51.147242;1;1;3;0;0;0;1;0
-30.018394;-51.142436;1;1;3;0;0;0;0;1
-30.010034;-51.140188;0;4;3;1;0;0;0;0
-30.00925800000001;-51.133675;1;3;3;0;0;0;0;0
-30.026069;-51.131622;1;2;3;0;0;0;0;1
-29991641.0;-51.127583;1;1;3;0;0;0;1;0
-30.095452;-51.126205999999996;1;3;3;1;0;0;0;0
-30.020505;-51.119744;1;1;3;0;0;0;0;1
-29971887.0;-51.11487;1;4;3;1;0;0;0;0
-29976119.0;-51.114655;1;1;3;1;0;0;0;1
-29991578.0;-51.101863;1;1;3;1;0;0;0;0
-30.105871;-51.244834999999995;1;0;4;1;1;0;0;1
-30.081482;-51.242857;0;3;4;0;0;0;0;0
-30.101184999999997;-51.230999;0;1;4;0;0;0;0;0
-30.08101;-51.228869;1;1;4;0;0;0;0;0
-30.095585999999997;-51.227201;1;1;4;0;0;0;0;0
-30.10851;-51.227036;1;1;4;0;0;0;0;1
-30.025289;-51.226983000000004;0;1;4;0;0;0;1;0
-30.094888;-51.226442;1;3;4;0;0;0;0;0
-30.025540999999997;-51.224661;1;4;4;1;0;0;0;0
-30.116656;-51.22442;1;1;4;0;0;0;0;0
-30.117821999999997;-51.224253000000004;1;1;4;0;0;0;0;0
-30.134905;-51.222955999999996;1;1;4;0;0;0;0;0
-30.034084999999997;-51.221945;0;3;4;0;0;0;1;0
-30.149083;-51.219644;1;0;4;1;0;0;0;1
-30.079773;-51.21934;1;1;4;1;0;0;0;1
-30.023259000000003;-51.216715;1;1;4;1;0;0;0;1
-30.040307000000002;-51.216337;0;2;4;0;0;0;0;0
-30.031845;-51.216119;1;1;4;0;0;0;0;0
-30.045868;-51.212026;0;3;4;0;0;0;0;0
-30.083008000000003;-51.207978999999995;1;3;4;3;1;0;0;1
-30.032953999999997;-51.205718;1;1;4;0;0;0;0;1
-30.033872;-51.204137;1;3;4;0;0;0;0;0
-30.010806;-51.203103999999996;1;1;4;0;0;0;0;0
-30.02763;-51.200157;0;3;4;0;0;0;0;0
-30.01238;-51.199812;0;3;4;0;0;0;0;0
-30.036533000000002;-51.198073;0;1;4;0;0;0;0;0
-30.00072;-51.1916;0;3;4;0;0;0;0;0
-30.055992;-51.186778000000004;1;1;4;0;0;0;0;0
-30.024271999999996;-51.186312;1;1;4;1;0;0;0;0
-30.002290999999996;-51.178809;0;1;4;0;0;0;0;0
-30.06108900000001;-51.17406;1;3;4;0;0;0;0;1
-30.15834000000001;-51.171874;1;2;4;0;0;0;0;0
-30.010665999999997;-51.165352;1;3;4;0;0;0;0;0
-30.039365000000004;-51.164626;1;1;4;0;0;0;1;0
-30.061295;-51.163323;1;3;4;0;0;0;0;1
-30.062977000000004;-51.158854999999996;1;2;4;2;0;0;0;0
-30.012940000000004;-51.157579999999996;1;3;4;0;0;0;0;0
-30.03058900000001;-51.154548999999996;1;1;4;1;0;0;0;1
-29998659.0;-51.147106;1;1;4;0;0;0;0;0
-30.025854;-51.13163;1;3;4;0;0;0;0;0
-29980849.0;-51.126649;1;3;4;0;0;0;0;0
-30.037995000000002;-51.122684;1;3;4;0;0;0;0;0
-29991748.0;-51.118121;1;1;4;1;0;0;0;0
-30.012497999999997;-51.098574;1;3;4;1;0;0;0;0
-30.109121999999996;-51.245208;0;1;5;1;0;0;0;0
-30.082156;-51.241876;1;0;5;1;0;0;0;1
-30.072346999999997;-51.24162000000001;1;1;5;0;0;0;0;0
-30.033882000000002;-51.23795300000001;0;1;5;0;0;0;0;0
-30.067178000000002;-51.232243;1;3;5;0;0;0;0;0
-30.062958000000002;-51.231903;1;1;5;0;0;0;0;0
-30.060588;-51.230958;0;1;5;0;0;0;0;0
-30.037533000000003;-51.229510999999995;1;0;5;2;1;0;1;0
-30.041679;-51.228749;1;1;5;0;0;0;0;0
-30.025976;-51.227453999999994;0;2;5;0;0;0;0;0
-30.039346000000002;-51.225944;1;1;5;1;0;0;0;0
-30.120085999999997;-51.224771999999994;1;1;5;0;0;0;1;0
-30.031340000000004;-51.220396;0;3;5;0;0;0;0;0
-30.031340000000004;-51.220396;0;3;5;0;0;0;0;0
-30.086940000000002;-51.218146999999995;1;2;5;0;0;0;2;1
-30.081962;-51.213718;1;3;5;0;0;0;0;0
-30.032272;-51.210907;1;3;5;0;0;0;0;0
-30.066298;-51.21057800000001;1;1;5;1;0;0;0;1
-30.068214;-51.210177;0;1;5;0;0;0;0;0
-30.043374;-51.206809;0;1;5;0;0;0;0;0
-30.027869;-51.204388;1;0;5;1;0;0;0;0
-29990839.0;-51.200644;1;1;5;1;0;0;0;1
-30.023221999999997;-51.200187;1;1;5;1;0;0;0;0
-30.024557;-51.19998;1;3;5;0;0;0;1;0
-30.072546999999997;-51.199657;0;1;5;2;0;0;0;0
-30.03887000000001;-51.198577;1;1;5;1;0;0;2;1
-30.005155;-51.198206;1;1;5;1;0;0;0;1
-30.036754;-51.191021;1;1;5;1;0;0;0;1
-29998145.0;-51.190658;0;1;5;0;0;0;1;0
-30.000988;-51.1902;1;1;5;1;0;0;0;1
-30.209057;-51.18342;1;1;5;0;0;0;0;0
-30.023296999999996;-51.183329;1;1;5;1;0;0;0;0
-30.036505;-51.181009;0;1;5;0;0;0;0;0
-30.01768;-51.180287;1;1;5;0;0;0;0;0
-30.033238;-51.180001000000004;1;5;5;0;0;0;0;0
-30.066228000000002;-51.17836;1;1;5;1;0;0;0;1
-30.037662;-51.174402;0;1;5;1;0;0;0;0
-30.04005;-51.169158;1;1;5;0;0;0;0;0
-30.011053000000004;-51.168273;0;1;5;0;0;0;0;0
-30.010735999999998;-51.165440000000004;1;2;5;0;0;1;0;1
-30.002122999999997;-51.163794;1;1;5;1;0;0;0;0
-30.035287;-51.154536;0;1;5;0;0;0;0;0
-29990599.0;-51.142994;1;3;5;0;0;0;0;0
-30.00879500000001;-51.142915;1;1;5;0;0;0;0;1
-30.00618900000001;-51.129261;0;1;5;0;0;0;0;0
-30.011228999999997;-51.125710999999995;1;1;5;0;0;0;0;0
-30.02228;-51.119977;1;1;5;0;0;0;0;0
-30.038072999999997;-51.111107000000004;1;3;5;1;0;0;0;1
-30.010838;-51.094868;0;3;5;0;0;0;0;0
-30.02535300000001;-51.222662;1;1;6;0;0;0;1;1
-30.028701;-51.222142;1;2;6;0;0;0;0;1
-30.047214;-51.221494;0;3;6;0;0;0;0;1
-30.042083;-51.219958;1;3;6;0;0;0;0;1
-30.047040999999997;-51.218231;0;3;6;0;0;0;0;1
-30.054278000000004;-51.214944;1;1;6;0;0;0;1;0
-30.042599;-51.214591999999996;0;1;6;0;0;0;1;0
-30.062134000000004;-51.21185;1;3;6;1;0;0;0;0
-30.007717;-51.210503;1;5;6;0;0;0;0;0
-30.035318;-51.210063;0;1;6;0;0;0;0;1
-30.07893;-51.209487;1;1;6;0;0;0;1;0
-30.013888;-51.205253000000006;0;3;6;0;0;0;1;0
-30.033239000000002;-51.204137;1;1;6;1;0;0;0;0
-30.048187;-51.203414;1;1;6;1;1;0;1;0
-29999150.0;-51.198534;1;1;6;0;0;0;1;0
-30.050542999999998;-51.194719;1;1;6;1;0;0;0;0
-30.000324;-51.191488;1;1;6;0;0;0;0;0
-30.043390999999996;-51.190477;0;3;6;0;0;0;1;0
-30.02452000000001;-51.190135999999995;1;1;6;1;0;0;0;0
-29999750.0;-51.189657000000004;0;1;6;0;0;0;1;0
-30.086085999999998;-51.187753;1;3;6;0;0;0;1;0
-30.064966;-51.186625;1;3;6;1;0;0;0;0
-30.056841;-51.183921999999995;0;1;6;0;0;0;1;0
-30.052767;-51.181886;1;0;6;1;0;0;0;0
-30.027807;-51.178106;1;3;6;0;0;0;0;0
-30.028615999999996;-51.173388;0;1;6;0;0;0;1;0
-30.009688;-51.168517;0;1;6;1;0;0;0;0
-30.014219;-51.164646999999995;1;1;6;1;0;0;0;0
-30.05464000000001;-51.162927;1;1;6;1;0;0;0;1
-30.018669;-51.160779;0;1;6;0;0;0;0;0
-30.029453999999998;-51.159414;0;1;6;0;0;0;1;0
-29989984.0;-51.154788;1;0;6;1;0;0;0;0
-30.0708;-51.139911;1;3;6;0;0;0;0;0
-30.075102;-51.132549;1;1;6;1;1;0;0;1
-30.08333;-51.131698;1;2;6;1;0;0;1;0
-30.018796999999996;-51.12055;1;3;6;0;0;0;1;0
-29978107.0;-51.114483;1;1;6;1;0;0;0;0
-30.034291999999997;-51.10677800000001;1;1;6;1;1;0;0;0
-30.102417;-51.251647;1;3;0;1;0;0;1;0
-30.097989000000002;-51.248205;1;3;0;0;0;0;1;0
-30.08320800000001;-51.240213;0;3;0;0;0;0;1;1
-30.132013;-51.232240999999995;1;1;0;1;0;0;0;0
-30.097440999999996;-51.231575;1;1;0;0;0;0;1;0
-30.10292;-51.230245000000004;1;3;0;0;0;0;2;0
-30.058613;-51.230183000000004;0;3;0;0;0;0;1;0
-30.032086;-51.229579;1;1;0;0;0;0;0;0
-30.025289;-51.226983000000004;0;1;0;0;0;0;2;1
-30.126675;-51.225189;1;1;0;1;1;0;1;0
-30.046893;-51.225109;1;1;0;0;0;0;1;0
-30.040434;-51.221614;1;2;0;0;0;0;2;1
-30.033865999999996;-51.221243;0;3;0;0;0;0;1;0
-30.037964000000002;-51.220717;0;1;0;0;0;0;1;0
-30.087749;-51.217512;0;3;0;0;0;0;0;0
-30.041083;-51.215769;1;3;0;0;0;0;1;0
-30.039561;-51.215126;1;3;0;0;0;0;1;0
-30.044491999999998;-51.214090999999996;1;3;0;0;0;0;1;0
-30.045868;-51.212026;0;1;0;0;0;0;2;1
-30.038814000000002;-51.208143;0;3;0;0;0;0;0;0
-30.023509000000004;-51.208108;1;1;0;0;0;0;0;0
-30.042199;-51.205107;0;1;0;0;0;0;2;1
-30.041434999999996;-51.204031;0;1;0;0;0;0;1;0
-30.05264600000001;-51.202588;1;3;0;1;0;0;0;0
-30.01075800000001;-51.201755;0;1;0;0;0;0;0;0
-30.074959999999997;-51.200423;1;1;0;2;0;0;0;0
-30.035496000000002;-51.198478;1;5;0;0;0;0;1;0
-30.045038;-51.197879;1;1;0;0;0;0;0;0
-29997232.0;-51.197373999999996;1;1;0;0;0;0;0;0
-29996491.0;-51.193748;0;3;0;0;0;0;1;0
-30.157656;-51.191398;0;3;0;0;0;0;1;0
-30.020907;-51.19094000000001;1;1;0;1;0;0;0;1
-30.019646999999996;-51.185587;0;3;0;0;0;0;0;0
-30.00723;-51.18425;0;3;0;0;0;0;1;0
-30.046838;-51.17840800000001;0;1;0;0;0;0;0;0
-30.066465;-51.177186999999996;1;0;0;1;1;0;0;0
-30.006109000000002;-51.17638400000001;0;1;0;0;0;0;0;0
-30.067960999999997;-51.16171;1;1;0;1;0;0;0;0
-30.040822;-51.149501;1;3;0;0;0;0;1;0
-29990786.0;-51.136131;0;1;0;1;0;0;0;1
-30.039113;-51.126829;1;1;0;0;0;0;1;0
-30.04065;-51.104416;0;0;0;1;0;0;0;1
-30.115038000000002;-51.253856;1;1;1;1;0;0;1;0
-30.066526;-51.230525;1;1;1;1;1;0;0;1
-30.030406;-51.226911;1;3;1;0;0;0;1;0
-30.044366999999998;-51.217661;0;3;1;0;0;0;0;1
-30.118546999999996;-51.212956;0;0;1;1;0;0;0;0
-30.062578000000002;-51.210229999999996;1;3;1;0;0;0;1;0
-30.024877000000004;-51.209648;0;1;1;1;0;0;0;0
-30.047234000000003;-51.207716;1;1;1;1;0;0;1;1
-30.066508000000002;-51.205539;1;1;1;1;0;0;0;0
-30.045762;-51.205133000000004;0;1;1;1;0;0;0;1
-30.01722800000001;-51.201397;1;1;1;0;0;0;0;0
-30.071258;-51.192941999999995;0;1;1;0;0;0;0;1
-29996860.0;-51.190188;0;1;1;0;0;0;1;1
-30.00232;-51.181151;1;3;1;0;0;0;0;1
-30.036594;-51.175478999999996;0;1;1;0;0;0;1;0
-30.008248;-51.16389;0;1;1;0;0;0;0;1
-30.161754;-51.156882;1;4;1;1;0;0;0;0
