LATITUDE;LONGITUDE;LOCAL;TIPO_ACID;DIA_SEM;FERIDOS;FERIDOS_GR;FATAIS;TEMPO;NOITE_DIA
-30.108762;-51.222761;1;2;2;2;0;0;0;0
-30.032190999999997;-51.22266;1;2;2;0;0;0;0;1
-30.02866400000001;-51.221293;1;1;2;0;0;0;0;0
-30.03013;-51.215126;0;1;2;0;0;0;0;0
-30.0731;-51.202595;0;1;2;1;1;0;0;0
-29999036.0;-51.191019;1;3;2;0;0;0;0;1
-30.050811;-51.190001;1;1;2;0;0;0;0;0
-30.023152000000003;-51.188451;1;2;2;0;0;0;0;1
-30.014378000000004;-51.186658;1;3;2;1;0;0;0;0
-30.157328000000003;-51.161381;0;1;2;0;0;0;0;1
-30.162883;-51.155527;1;1;2;1;0;0;0;1
-30.033501;-51.151234;1;1;2;0;0;0;0;1
-29997636.0;-51.142601;1;3;2;0;0;0;0;0
-30.014121999999997;-51.119071999999996;0;1;2;1;0;0;0;0
-29983631.0;-51.111818;1;0;2;2;0;0;0;1
-30.023601;-51.108513;1;1;2;1;1;0;0;0
-30.125190000000003;-51.097972;1;2;2;0;0;0;0;1
-30.10681;-51.24755;1;1;3;0;0;0;0;0
-30.111077;-51.243251;0;1;3;0;0;0;0;0
-30.092672999999998;-51.230872;1;3;3;0;0;0;0;0
-30.092808;-51.230335;0;1;3;0;0;0;0;1
-30.058613;-51.230183000000004;0;1;3;0;0;0;0;0
-30.058613;-51.230183000000004;1;4;3;1;0;0;0;0
-30.032528999999997;-51.22958;1;3;3;0;0;0;0;0
-30.027313;-51.223689;0;3;3;0;0;0;0;0
-30.125348;-51.22303400000001;1;4;3;0;0;0;0;1
-30.024951;-51.216031;0;3;3;0;0;0;0;0
-30.03013;-51.215126;1;5;3;0;0;0;0;1
-30.082984999999997;-51.213925;1;3;3;0;0;0;0;0
-30.047774;-51.212998;0;1;3;0;0;0;0;1
-30.04979;-51.212129;0;1;3;0;0;0;0;0
-30.048897999999998;-51.209709000000004;1;1;3;0;0;0;0;0
-30.017021999999997;-51.207809999999995;1;3;3;1;0;0;0;0
-30.0731;-51.202595;1;4;3;1;0;0;0;1
-30.02763;-51.200157;0;3;3;0;0;0;0;0
-30.01813;-51.200145;1;3;3;0;0;0;0;0
-30.072546999999997;-51.199657;0;1;3;1;0;0;0;0
-30.02289600000001;-51.199574;1;3;3;0;0;0;0;0
-30.02747;-51.197184;0;3;3;0;0;0;0;0
-30.008423999999998;-51.19441;1;3;3;1;0;0;0;1
-30.004053999999996;-51.192814;0;3;3;0;0;0;0;0
-30.059063000000002;-51.191978999999996;0;1;3;1;0;0;0;0
-30.057429;-51.191082;0;3;3;0;0;0;0;0
-30.054644;-51.169073;0;3;3;0;0;0;1;0
-30.029362;-51.165983000000004;0;3;3;0;0;0;0;0
-29984345.0;-51.160577;1;3;3;0;0;0;0;0
-30.027544;-51.158685;0;3;3;0;0;0;0;0
-30.066407;-51.148579999999995;1;1;3;0;0;0;0;0
-30.162212;-51.147740999999996;1;1;3;1;0;0;0;0
-30.038351000000002;-51.145093;1;3;3;1;0;0;0;0
-30.015983000000002;-51.131147;1;1;3;0;0;0;0;0
-30.076071999999996;-51.12748;0;3;3;0;0;0;0;0
-30.03787100000001;-51.122363;0;1;3;1;0;0;0;0
-30.109053999999997;-51.254034999999995;0;1;4;0;0;0;0;0
-30.096715999999997;-51.233577000000004;1;1;4;1;0;0;0;0
-30.101184999999997;-51.230999;0;3;4;0;0;0;0;0
-30.046591999999997;-51.22929;0;1;4;0;0;0;0;0
-30.033919;-51.227986;1;1;4;0;0;0;0;0
-30.047089;-51.222674;1;3;4;0;0;0;0;1
-30.0317;-51.219232;0;2;4;0;0;0;0;0
-30.13216;-51.218222;1;3;4;0;0;0;0;0
-30.046922;-51.217501;1;3;4;0;0;0;0;0
-30.038874;-51.217475;1;3;4;0;0;0;0;0
-30.078015;-51.208767;1;3;4;0;0;0;0;0
-30.055108;-51.207758;1;1;4;1;0;0;0;0
-30.031546000000002;-51.205712;0;1;4;0;0;0;0;0
-30.045762;-51.205133000000004;0;1;4;0;0;0;0;0
-30.038246;-51.201574;1;1;4;0;0;0;0;0
-30.082144;-51.201452;1;1;4;1;0;0;0;0
-30.041682;-51.20028;0;1;4;0;0;0;0;0
-30.024544;-51.199915000000004;1;3;4;0;0;0;0;0
-29997781.0;-51.198064;1;3;4;0;0;0;0;0
-30.006504999999997;-51.197669;1;1;4;2;0;0;0;1
-29998145.0;-51.190658;0;1;4;0;0;0;0;0
-29988093.0;-51.190511;1;1;4;1;1;0;0;1
-30.060209999999998;-51.190226;1;1;4;1;0;0;0;0
-30.055132;-51.18866;1;1;4;3;1;0;0;1
-30.014464;-51.186653;0;1;4;0;0;0;0;0
-30.002122999999997;-51.185898;0;3;4;0;0;0;0;0
-30.031111;-51.183402;1;3;4;0;0;0;0;0
-30.046805;-51.178211;1;1;4;1;0;0;0;0
-30.012808000000003;-51.171927000000004;1;1;4;1;0;0;0;1
-29974030.0;-51.16993400000001;1;1;4;0;0;0;0;0
-30.010907;-51.1677;1;3;4;0;0;0;0;0
-30.01057;-51.161894000000004;1;1;4;0;0;0;0;1
-30.063087;-51.158755;1;1;4;1;0;0;0;1
-29998105.0;-51.157429;1;3;4;0;0;0;0;0
-30.057299;-51.155862;1;3;4;0;0;0;0;0
-30.027256;-51.154185999999996;0;3;4;0;0;0;0;0
-30.064377;-51.152296;1;3;4;1;0;0;0;0
-30.064642;-51.151482;0;1;4;1;1;0;0;0
-30.011805;-51.150082;0;1;4;0;0;0;0;1
-30.024686;-51.136973;1;1;4;0;0;0;0;1
-30.032061;-51.135031;1;1;4;1;0;0;0;0
-30.074513;-51.133984999999996;1;3;4;0;0;0;0;1
-30.024960999999998;-51.107865999999994;1;1;4;1;0;0;0;1
-30.112206;-51.242729;0;1;5;0;0;0;0;1
-30.112206;-51.242729;1;1;5;1;0;0;0;0
-30.098236;-51.239805;1;1;5;1;0;0;0;0
-30.097156;-51.231605;1;1;5;0;0;0;0;0
-30.100920000000002;-51.230303;1;1;5;1;1;0;0;0
-30.113111;-51.226295;1;3;5;0;0;0;0;0
-30.032140999999996;-51.220959;1;1;5;0;0;0;0;0
-30.024514;-51.219821;1;1;5;0;0;0;0;0
-30.038863;-51.219582;0;1;5;0;0;0;0;0
-30.031603999999998;-51.219521;1;1;5;1;0;0;0;0
-30.027614;-51.219424;1;3;5;1;0;0;0;0
-30.049248;-51.21301;1;3;5;0;0;0;0;1
-30.020151000000002;-51.211073;1;2;5;0;0;0;0;1
-30.045762;-51.205133000000004;1;3;5;1;0;0;0;0
-30.025653000000002;-51.203132000000004;0;4;5;1;0;0;0;0
-30.003985999999998;-51.19915200000001;0;1;5;0;0;0;0;0
-30.0228;-51.199109;1;1;5;0;0;0;0;0
-30.155433000000002;-51.197444;0;3;5;0;0;0;0;0
-30.053318;-51.197138;0;1;5;1;0;0;0;0
-30.047705999999998;-51.196777000000004;1;3;5;0;0;0;0;0
-30.041524;-51.194812;1;3;5;0;0;0;0;0
-30.021161;-51.19363;1;3;5;0;0;0;0;0
-30.005809999999997;-51.193262;1;1;5;0;0;0;0;0
-30.071258;-51.192941999999995;0;1;5;0;0;0;0;1
-29999430.0;-51.191131;0;1;5;0;0;0;0;0
-30.022966999999998;-51.183496999999996;1;3;5;0;0;0;0;0
-30.039407;-51.176946;1;3;5;0;0;0;0;0
-30.037236;-51.176326;1;1;5;0;0;0;0;0
-30.004659000000004;-51.169836;0;1;5;0;0;0;1;1
-30.033123;-51.151198;0;1;5;0;0;0;1;1
-30.040822;-51.149501;1;0;5;4;1;0;0;0
-30.067915999999997;-51.144271;1;1;5;0;0;0;0;0
-29978912.0;-51.114481;1;1;5;0;0;0;0;0
-30.016203000000004;-51.113561;1;1;5;1;0;0;0;1
-30.11250900000001;-51.255045;1;5;6;1;0;0;0;1
-30.03009;-51.235201;1;3;6;0;0;0;0;0
-30.027839;-51.228738;1;4;6;1;0;0;0;1
-30.041295;-51.227823;1;3;6;0;0;0;0;0
-30.02573;-51.226622;1;1;6;0;0;0;0;0
-30.051455999999998;-51.219801000000004;1;1;6;1;0;0;0;0
-30.019628000000004;-51.216905;1;3;6;0;0;0;0;1
-30.069291999999997;-51.216493;1;0;6;1;1;0;0;0
-30.03477100000001;-51.211071999999994;1;3;6;0;0;0;0;0
-30.016859999999998;-51.208706;1;1;6;1;0;0;0;1
-30.030253000000002;-51.207987;1;2;6;0;0;0;0;0
-30.050502;-51.206809;1;1;6;1;0;0;0;1
-30.020039;-51.204089;1;5;6;0;0;0;0;0
-30.052754999999998;-51.202048;0;3;6;0;0;0;0;0
-30.021905;-51.201513;1;0;6;1;0;0;0;1
-30.075311;-51.200973;0;2;6;0;0;0;0;0
-30.024237;-51.200271;1;1;6;0;0;0;0;0
-30.072546999999997;-51.199657;0;1;6;1;0;0;0;0
-30.072546999999997;-51.199657;0;2;6;0;0;0;0;1
-30.025071999999998;-51.199653999999995;1;3;6;0;0;0;0;0
-30.003985999999998;-51.19915200000001;0;1;6;4;1;0;0;1
-30.155103999999998;-51.197967999999996;1;1;6;1;0;0;0;1
-30.027454;-51.196078;1;2;6;0;0;0;0;1
-30.006206;-51.194879;0;1;6;0;0;0;0;0
-30.035048;-51.194475;1;1;6;2;0;0;0;0
-30.00664;-51.193362;1;1;6;0;0;0;0;0
-30.039754;-51.192679999999996;1;1;6;1;0;0;0;0
-29999036.0;-51.191019;1;1;6;0;0;0;0;0
-30.066017;-51.188999;1;2;6;0;0;0;0;1
-30.002122999999997;-51.185898;0;3;6;0;0;0;0;0
-30.087794;-51.184721;1;1;6;1;0;0;0;1
-30.026379;-51.17986;0;3;6;0;0;0;0;0
-29979673.0;-51.179196999999995;1;1;6;1;0;0;0;0
-30.007748;-51.178649;0;3;6;0;0;0;0;0
-30.015484000000004;-51.171881;1;3;6;0;0;0;0;0
-30.019968;-51.163793;1;2;6;1;0;0;0;1
-30.063964000000002;-51.156123;1;3;6;1;0;0;0;0
-30.040770000000002;-51.152706;0;1;6;0;0;0;0;0
-30.033029;-51.150211999999996;1;0;6;1;1;0;0;1
-30.028470000000002;-51.140122999999996;1;1;6;1;0;0;0;1
-30.167666999999998;-51.134082;1;3;6;1;0;0;0;0
-30.107427;-51.253926;0;1;0;0;0;0;0;0
-30.081940000000003;-51.239815;0;3;0;0;0;0;0;0
-30.063121999999996;-51.229116999999995;0;1;0;0;0;0;0;1
-30.045056;-51.227325;0;1;0;1;0;0;0;0
-30.024386;-51.225196000000004;1;4;0;1;0;0;0;1
-30.044119;-51.223534;1;1;0;0;0;0;0;0
-30.14155;-51.22278;1;1;0;1;0;0;0;0
-30.025094;-51.221603;1;3;0;0;0;0;0;0
-30.090904;-51.221569;0;5;0;0;0;0;0;1
-30.090904;-51.221569;1;3;0;0;0;0;0;1
-30.034031;-51.221146999999995;1;1;0;0;0;0;0;0
-30.043986999999998;-51.216944;1;1;0;0;0;0;0;0
-30.028531;-51.21350200000001;1;2;0;0;0;0;0;1
-30.02849;-51.21308;1;2;0;0;0;0;0;1
-30.050196999999997;-51.212828;0;1;0;0;0;0;0;0
-30.05023;-51.211054;1;4;0;1;0;0;0;1
-30.027022;-51.208784;1;3;0;0;0;0;0;0
-30.027022;-51.208784;1;3;0;0;0;0;0;0
-29995738.0;-51.205419;1;1;0;0;0;0;0;0
-30.010894;-51.203106;0;1;0;0;0;0;0;0
-30.002440999999997;-51.199814;1;3;0;0;0;0;0;0
-30.044511;-51.198935;1;3;0;0;0;0;0;0
-30.050490999999997;-51.195687;1;1;0;1;0;0;0;0
-30.00655900000001;-51.193729;0;1;0;0;0;0;0;0
-30.040467;-51.191765999999994;1;2;0;0;0;0;0;0
-30.023073999999998;-51.187323;0;1;0;0;0;0;0;0
-30.042565000000003;-51.185401;0;1;0;0;0;0;0;0
-30.044569;-51.185232;0;1;0;0;0;0;0;0
-30.026386;-51.181781;1;1;0;1;0;0;0;1
-30.098776;-51.172789;1;6;0;2;0;0;0;0
-30.012666999999997;-51.164826;0;7;0;1;0;0;0;1
-30.035776000000002;-51.163895000000004;0;3;0;0;0;0;0;0
-30.159259000000002;-51.160165;1;3;0;0;0;0;0;0
-30.009578;-51.157491;0;3;0;0;0;0;0;0
-29997235.0;-51.15518;0;3;0;0;0;0;0;0
-30.022653000000002;-51.151284000000004;0;1;0;0;0;0;0;0
-30.009605;-51.1492;1;3;0;0;0;0;0;1
-30.06137;-51.149044;1;3;0;0;0;0;0;0
-29997007.0;-51.145385;1;3;0;0;0;0;0;1
-30.0708;-51.139911;1;1;0;0;0;0;0;0
-30.038958;-51.126289;1;3;0;0;0;0;0;0
-29991855.0;-51.112693;1;1;0;1;0;0;0;0
-30.098105;-51.242447999999996;1;2;1;0;0;0;0;0
-30.082040999999997;-51.241948;1;1;1;1;0;0;0;0
-30.099837;-51.234746;0;1;1;0;0;0;0;0
-30.031436;-51.232972;0;1;1;0;0;0;0;0
-30.058540999999998;-51.230126;1;0;1;1;1;0;0;0
-30.094682000000002;-51.229586;1;1;1;2;0;0;0;1
-30.03409000000001;-51.22896;1;1;1;0;0;0;0;0
-30.042147999999997;-51.228768;0;1;1;0;0;0;0;1
-30.039519;-51.218817;1;1;1;1;0;0;0;1
-30.128694;-51.21847;1;3;1;0;0;0;0;0
-30.019672999999997;-51.21462800000001;0;5;1;0;0;0;1;0
-30.04700900000001;-51.213558;1;3;1;3;0;0;0;1
-30.033262;-51.210895;1;3;1;0;0;0;0;1
-30.047562;-51.208391;1;1;1;1;1;0;0;0
-29996532.0;-51.206385;1;1;1;1;1;0;0;0
-30.027734000000002;-51.202897;1;3;1;0;0;0;2;0
-30.017272;-51.202182;1;3;1;1;0;0;0;0
-29998640.0;-51.201347;0;4;1;1;1;0;0;0
-30.076636999999998;-51.20003;1;2;1;0;0;0;0;1
-30.072416999999998;-51.199737;1;1;1;1;0;0;0;0
-30.072546999999997;-51.199657;0;1;1;0;0;0;0;1
-30.039606;-51.193114;0;1;1;1;0;0;0;1
-30.00102;-51.190308;1;3;1;1;0;0;0;0
