LOCAL,TIPO_ACID,DIA_SEM,TEMPO,REGIAO,HORA_DISCRETIZADA,ACID_GRAVE
Cruzamento,COLISAO,QUINTA-FEIRA,BOM,SUL,MANHA,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,MADRUGADA,NAO
Cruzamento,COLISAO,QUINTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,COLISAO,QUINTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,MANHA,NAO
Cruzamento,COLISAO,QUINTA-FEIRA,BOM,NORTE,MADRUGADA,NAO
Logradouro,QUEDA,QUINTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Logradouro,CHOQUE,QUINTA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ATROPELAMENTO,QUINTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,SUL,NOITE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,CENTRO,TARDE,NAO
Logradouro,ATROPELAMENTO,SEXTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ATROPELAMENTO,SEXTA-FEIRA,BOM,CENTRO,TARDE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,SUL,NOITE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ATROPELAMENTO,SEXTA-FEIRA,BOM,SUL,NOITE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,NORTE,NOITE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,CHOQUE,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ATROPELAMENTO,SEXTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,SUL,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,CHOQUE,SEXTA-FEIRA,BOM,NORTE,MADRUGADA,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,CHOQUE,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,CHOQUE,SEXTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,CHOQUE,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,NOITE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,NOITE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Cruzamento,CHOQUE,SEXTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,NOITE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,QUEDA,SABADO,BOM,SUL,MANHA,NAO
Logradouro,CHOQUE,SABADO,BOM,SUL,NOITE,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,CENTRO,MANHA,NAO
Cruzamento,COLISAO,SABADO,BOM,CENTRO,MADRUGADA,NAO
Logradouro,ABALROAMENTO,SABADO,NUBLADO,CENTRO,NOITE,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,SUL,NOITE,NAO
Logradouro,ATROPELAMENTO,SABADO,BOM,SUL,NOITE,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,CENTRO,MANHA,NAO
Logradouro,CHOQUE,SABADO,BOM,SUL,TARDE,NAO
Logradouro,COLISAO,SABADO,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,SUL,MANHA,NAO
Logradouro,CHOQUE,SABADO,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,LESTE,MADRUGADA,NAO
Logradouro,COLISAO,SABADO,BOM,LESTE,MANHA,NAO
Logradouro,ATROPELAMENTO,SABADO,BOM,SUL,NOITE,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,SUL,MADRUGADA,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,SUL,MANHA,NAO
Logradouro,CHOQUE,SABADO,BOM,NORTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,NORTE,MADRUGADA,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,SUL,NOITE,NAO
Logradouro,COLISAO,SABADO,BOM,NORTE,MADRUGADA,NAO
Logradouro,CHOQUE,SABADO,BOM,LESTE,MADRUGADA,NAO
Cruzamento,CHOQUE,SABADO,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SABADO,NUBLADO,LESTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,NORTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,DOMINGO,NUBLADO,SUL,TARDE,NAO
Logradouro,ABALROAMENTO,DOMINGO,BOM,SUL,MANHA,NAO
Cruzamento,ABALROAMENTO,DOMINGO,BOM,CENTRO,NOITE,NAO
Logradouro,ATROPELAMENTO,DOMINGO,BOM,CENTRO,MADRUGADA,NAO
Logradouro,ABALROAMENTO,DOMINGO,NUBLADO,SUL,MADRUGADA,NAO
Logradouro,CHOQUE,DOMINGO,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,DOMINGO,BOM,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,DOMINGO,BOM,NORTE,NOITE,NAO
Cruzamento,ABALROAMENTO,DOMINGO,NUBLADO,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,DOMINGO,BOM,LESTE,TARDE,NAO
Logradouro,COLISAO,DOMINGO,BOM,SUL,MADRUGADA,NAO
Cruzamento,ABALROAMENTO,DOMINGO,BOM,NORTE,TARDE,NAO
Logradouro,CHOQUE,DOMINGO,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,BOM,SUL,NOITE,NAO
Logradouro,ATROPELAMENTO,SEGUNDA-FEIRA,BOM,CENTRO,TARDE,NAO
Logradouro,ATROPELAMENTO,SEGUNDA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,ATROPELAMENTO,SEGUNDA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Cruzamento,ABALROAMENTO,SEGUNDA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Logradouro,QUEDA,SEGUNDA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ATROPELAMENTO,SEGUNDA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,CENTRO,MADRUGADA,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,NUBLADO,CENTRO,MANHA,NAO
Logradouro,ATROPELAMENTO,SEGUNDA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SEGUNDA-FEIRA,BOM,CENTRO,TARDE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,SUL,MANHA,NAO
Cruzamento,ABALROAMENTO,SEGUNDA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,SEGUNDA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,NUBLADO,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,BOM,SUL,MANHA,NAO
Cruzamento,COLISAO,SEGUNDA-FEIRA,BOM,SUL,MANHA,NAO
Cruzamento,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SEGUNDA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,COLISAO,SEGUNDA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,NUBLADO,LESTE,TARDE,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,NUBLADO,LESTE,TARDE,NAO
Logradouro,CHOQUE,SEGUNDA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,BOM,NORTE,NOITE,NAO
Cruzamento,QUEDA,SEGUNDA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,CHOQUE,SEGUNDA-FEIRA,BOM,NORTE,NOITE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Logradouro,COLISAO,SEGUNDA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,BOM,NORTE,NOITE,NAO
Logradouro,QUEDA,SEGUNDA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,BOM,NORTE,NOITE,NAO
Logradouro,ABALROAMENTO,SEGUNDA-FEIRA,BOM,NORTE,TARDE,NAO
Cruzamento,COLISAO,TERCA-FEIRA,BOM,SUL,MANHA,NAO
Cruzamento,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,NOITE,NAO
Cruzamento,ABALROAMENTO,TERCA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,QUEDA,TERCA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,COLISAO,TERCA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Logradouro,ATROPELAMENTO,TERCA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,SUL,NOITE,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,CENTRO,NOITE,NAO
Cruzamento,CHOQUE,TERCA-FEIRA,BOM,CENTRO,TARDE,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,CENTRO,MANHA,NAO
Cruzamento,COLISAO,TERCA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,LESTE,MADRUGADA,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Cruzamento,COLISAO,TERCA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,COLISAO,TERCA-FEIRA,BOM,NORTE,TARDE,NAO
Cruzamento,ABALROAMENTO,TERCA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,COLISAO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,TERCA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,CHOQUE,TERCA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,NUBLADO,LESTE,TARDE,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,CHOQUE,TERCA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,COLISAO,TERCA-FEIRA,BOM,NORTE,MANHA,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,ATROPELAMENTO,QUARTA-FEIRA,BOM,SUL,NOITE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,COLISAO,QUARTA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,CENTRO,TARDE,NAO
Cruzamento,CHOQUE,QUARTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,NUBLADO,SUL,TARDE,NAO
Cruzamento,COLISAO,QUARTA-FEIRA,BOM,CENTRO,MANHA,NAO
Cruzamento,COLISAO,QUARTA-FEIRA,BOM,CENTRO,TARDE,NAO
Logradouro,CHOQUE,QUARTA-FEIRA,CHUVOSO,SUL,NOITE,NAO
Logradouro,COLISAO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,COLISAO,QUARTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ATROPELAMENTO,QUARTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,NOITE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,COLISAO,QUARTA-FEIRA,NUBLADO,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,CHUVOSO,LESTE,NOITE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,MADRUGADA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,NOITE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,NUBLADO,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,MADRUGADA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,EVENTUAL,QUARTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,MANHA,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,COLISAO,QUARTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,NOITE,NAO
Cruzamento,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUARTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,COLISAO,QUARTA-FEIRA,BOM,LESTE,MADRUGADA,NAO
Cruzamento,COLISAO,QUARTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,CENTRO,NOITE,NAO
Logradouro,CHOQUE,QUINTA-FEIRA,BOM,CENTRO,MADRUGADA,NAO
Cruzamento,COLISAO,QUINTA-FEIRA,BOM,CENTRO,NOITE,NAO
Logradouro,COLISAO,QUINTA-FEIRA,BOM,SUL,NOITE,NAO
Cruzamento,COLISAO,QUINTA-FEIRA,BOM,SUL,NOITE,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,CENTRO,MANHA,NAO
Logradouro,COLISAO,QUINTA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,EVENTUAL,QUINTA-FEIRA,BOM,CENTRO,MANHA,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,BOM,CENTRO,NOITE,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,SUL,TARDE,NAO
Cruzamento,COLISAO,QUINTA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,MANHA,NAO
Cruzamento,COLISAO,QUINTA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,MANHA,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,NORTE,TARDE,NAO
Logradouro,COLISAO,QUINTA-FEIRA,NUBLADO,SUL,MANHA,NAO
Logradouro,COLISAO,QUINTA-FEIRA,BOM,SUL,MANHA,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Logradouro,ATROPELAMENTO,QUINTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,COLISAO,QUINTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,LESTE,NOITE,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,TARDE,NAO
Cruzamento,ABALROAMENTO,QUINTA-FEIRA,NUBLADO,LESTE,TARDE,NAO
Logradouro,ATROPELAMENTO,QUINTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,COLISAO,QUINTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,CHOQUE,QUINTA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Logradouro,COLISAO,QUINTA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,QUINTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,NUBLADO,SUL,TARDE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,NUBLADO,SUL,MANHA,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,NUBLADO,SUL,NOITE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,NUBLADO,SUL,TARDE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,CHUVOSO,SUL,TARDE,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,NUBLADO,SUL,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,CENTRO,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,CHUVOSO,CENTRO,NOITE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Logradouro,CHOQUE,SEXTA-FEIRA,CHUVOSO,CENTRO,TARDE,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,NUBLADO,CENTRO,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,BOM,SUL,TARDE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,NUBLADO,CENTRO,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,NUBLADO,CENTRO,TARDE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,CHUVOSO,CENTRO,NOITE,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,CHUVOSO,LESTE,NOITE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,NUBLADO,LESTE,TARDE,NAO
Logradouro,COLISAO,SEXTA-FEIRA,BOM,LESTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,SUL,MANHA,NAO
Logradouro,EVENTUAL,SEXTA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,NUBLADO,SUL,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,NOITE,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,COLISAO,SEXTA-FEIRA,NUBLADO,NORTE,MANHA,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,TARDE,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,BOM,LESTE,MANHA,NAO
Logradouro,COLISAO,SEXTA-FEIRA,NUBLADO,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SEXTA-FEIRA,BOM,NORTE,MANHA,NAO
Logradouro,ABALROAMENTO,SEXTA-FEIRA,NUBLADO,LESTE,MANHA,NAO
Cruzamento,ATROPELAMENTO,SEXTA-FEIRA,BOM,LESTE,NOITE,NAO
Logradouro,ABALROAMENTO,SABADO,NUBLADO,SUL,MANHA,NAO
Logradouro,COLISAO,SABADO,NUBLADO,CENTRO,TARDE,NAO
Cruzamento,COLISAO,SABADO,BOM,CENTRO,MADRUGADA,NAO
Cruzamento,ATROPELAMENTO,SABADO,BOM,SUL,TARDE,NAO
Logradouro,COLISAO,SABADO,NUBLADO,LESTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,CENTRO,MANHA,NAO
Logradouro,ABALROAMENTO,SABADO,NUBLADO,LESTE,MADRUGADA,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,SUL,TARDE,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,LESTE,NOITE,NAO
Logradouro,ABALROAMENTO,SABADO,BOM,NORTE,TARDE,NAO
Cruzamento,ABALROAMENTO,SABADO,BOM,SUL,NOITE,NAO
Cruzamento,ABALROAMENTO,SABADO,NUBLADO,NORTE,NOITE,NAO
Logradouro,COLISAO,SABADO,BOM,NORTE,NOITE,NAO
